聲,呼,等,韻,調,組,攝,單字,多音,原註,罕度
云,合,三,脂B,平,影,止,帷,0,,2
幫,開,三,脂B,平,幫,止,悲,0,,0
並,開,三,脂B,平,幫,止,邳,0,,2
明,開,三,脂B,平,幫,止,麋,0,,2
明,開,三,脂B,平,幫,止,薇,0,,1
明,開,三,脂B,平,幫,止,黴,0,,0
明,開,三,脂B,平,幫,止,楣,0,,1
明,開,三,脂B,平,幫,止,眉,0,,0
群,合,三,脂B,平,見,止,逵,0,,2
見,合,三,脂B,上,見,止,軌,0,,0
見,開,三,脂B,上,見,止,几,0,,0
見,合,三,脂B,上,見,止,晷,0,,3
幫,開,三,脂B,上,幫,止,鄙,0,,0
並,開,三,脂B,上,幫,止,圮,0,,2
幫,合,三,尤,上,幫,流,否,1,否定,0
並,開,三,脂B,上,幫,止,否,1,否極泰來,0
明,開,三,脂B,上,幫,止,美,0,,0
娘,開,三,脂B,去,知,止,膩,0,,1
知,開,三,脂B,去,知,止,致,0,,0
章,開,三,真A,入,章,臻,質,1,物質,0
知,開,三,脂B,去,知,止,質,1,人質,0
澄,合,三,脂B,去,知,止,墜,0,,1
澄,開,三,脂B,去,知,止,稚,0,,1
澄,開,三,脂B,去,知,止,緻,0,,0
生,合,三,脂B,去,莊,止,帥,0,,0
生,合,三,真B,入,莊,臻,率,1,率領,0
,,,,,,,率,1,效率,0
見,開,三,脂B,去,見,止,冀,0,,1
見,合,三,脂B,去,見,止,愧,0,,0
溪,開,三,脂B,去,見,止,器,0,,0
溪,合,三,脂B,去,見,止,喟,0,,2
影,開,三,脂B,去,影,止,懿,0,,2
云,合,三,脂B,去,影,止,位,0,,0
幫,開,三,脂B,去,幫,止,祕,0,,0
幫,開,三,脂B,去,幫,止,費,0,,0
幫,開,三,脂B,去,幫,止,泌,0,,1
並,開,三,脂B,去,幫,止,備,0,,0
明,開,三,脂B,去,幫,止,魅,0,,2
明,開,三,脂B,去,幫,止,媚,0,,1
群,合,三,脂B,去,見,止,餽,0,,3
群,合,三,脂B,去,見,止,櫃,0,,0
群,合,三,脂B,去,見,止,饋,0,,2
群,開,三,脂B,去,見,止,暨,0,,2
群,合,三,脂B,去,見,止,匱,0,,2
來,開,三,之,平,來,止,釐,1,釐定,0
,,,,,,,釐,1,恭賀新釐,0
來,開,三,之,平,來,止,狸,0,,0
精,開,三,之,上,精,止,仔,1,仔細,0
,,,,,,,仔,1,豬仔,0
精,開,三,之,平,精,止,滋,0,,0
精,開,三,之,平,精,止,孜,0,,2
從,開,三,之,平,精,止,慈,0,,0
心,開,三,之,平,精,止,思,1,思想,0
心,開,三,之,去,精,止,思,1,意思,0
,,,,,,,思,1,于思,0
心,開,三,之,平,精,止,絲,0,,0
心,開,三,之,去,精,止,伺,1,窺伺,1
心,開,三,之,去,精,止,伺,1,伺候,1
心,開,三,之,平,精,止,司,0,,0
邪,開,三,之,平,精,止,詞,0,,0
邪,開,三,之,平,精,止,辭,0,,0
邪,開,三,之,平,精,止,祠,0,,1
徹,開,三,之,平,知,止,痴,0,,1
澄,開,三,之,平,知,止,持,0,,0
澄,開,三,之,平,知,止,治,0,,0
章,開,三,之,平,章,止,芝,0,,0
章,開,三,之,平,章,止,之,0,,0
昌,開,三,之,平,章,止,嗤,0,,1
常,開,三,之,平,章,止,時,0,,0
書,開,三,之,平,章,止,詩,0,,0
日,開,三,之,平,日,止,而,0,,0
見,開,三,之,平,見,止,居,0,,0
見,開,三,之,平,見,止,基,0,,0
見,開,三,之,平,見,止,箕,0,,1
溪,開,三,之,平,見,止,欺,0,,0
疑,開,三,之,平,見,止,疑,0,,0
曉,開,三,之,平,影,止,熙,0,,1
曉,開,三,之,平,影,止,熹,0,,2
曉,開,三,之,平,影,止,嘻,0,,2
曉,開,三,之,平,影,止,嬉,0,,1
曉,開,三,之,平,影,止,禧,0,,2
影,開,三,之,平,影,止,醫,0,,0
以,開,三,之,平,以,止,姬,0,,2
以,開,三,之,平,以,止,怡,0,,2
以,開,三,之,平,以,止,台,1,古代第一人稱,0
透,開,一,咍,平,端,蟹,台,1,天台。地名,0
以,開,三,之,平,以,止,貽,0,,2
以,開,三,之,平,以,止,飴,0,,3
以,開,三,之,平,以,止,頤,0,,2
群,開,三,之,平,見,止,期,1,日期,0
群,開,三,之,平,見,止,期,1,期年,0
群,開,三,之,平,見,止,淇,0,,2
群,開,三,之,平,見,止,琪,0,,2
群,開,三,之,平,見,止,其,0,,0
群,開,三,之,平,見,止,旗,0,,0
來,開,三,之,上,來,止,里,0,,0
來,開,三,之,上,來,止,李,0,,0
來,開,三,之,上,來,止,理,0,,0
來,開,三,之,上,來,止,鯉,0,,1
精,開,三,之,上,精,止,子,0,,0
精,開,三,之,上,精,止,梓,0,,2
邪,開,三,之,上,精,止,巳,0,,2
邪,開,三,之,上,精,止,似,0,,0
邪,開,三,之,上,精,止,祀,0,,2
邪,開,三,之,上,精,止,耜,0,,3
邪,開,三,之,上,精,止,姒,0,,3
徹,開,三,之,上,知,止,恥,0,,0
徹,開,三,之,上,知,止,祉,0,,3
澄,開,三,之,上,知,止,峙,0,,2
崇,開,三,之,上,莊,止,仕,0,,2
崇,開,三,之,上,莊,止,士,0,,0
生,開,三,之,上,莊,止,史,0,,0
生,開,三,之,上,莊,止,使,1,使用,0
生,開,三,之,去,莊,止,使,1,使者,0
生,開,三,之,上,莊,止,駛,0,,0
章,開,三,之,上,章,止,止,0,,0
章,開,三,之,上,章,止,趾,0,,1
章,開,三,之,上,章,止,址,0,,0
昌,開,三,之,上,章,止,齒,0,,0
常,開,三,之,上,章,止,市,0,,0
常,開,三,之,上,章,止,恃,0,,1
書,開,三,之,上,章,止,始,0,,0
日,開,三,之,上,日,止,耳,0,,0
見,開,三,之,上,見,止,己,0,,0
見,開,三,之,上,見,止,紀,0,,0
溪,開,三,之,上,見,止,杞,0,,2
溪,開,三,之,上,見,止,起,0,,0
疑,開,三,之,上,見,止,擬,0,,1
曉,開,三,之,上,影,止,喜,0,,0
云,開,三,之,上,影,止,矣,0,,2
以,開,三,之,上,以,止,已,0,,0
以,開,三,之,上,以,止,以,0,,0
來,開,三,之,去,來,止,吏,0,,1
從,開,三,之,去,精,止,字,0,,0
邪,開,三,之,去,精,止,嗣,0,,2
邪,開,三,之,去,精,止,寺,0,,0
邪,開,三,之,去,精,止,飼,0,,0
知,開,三,之,去,知,止,置,0,,0
澄,開,三,之,去,知,止,植,0,,0
澄,開,三,之,去,知,止,值,0,,0
莊,開,三,之,去,莊,止,事,0,,0
初,開,三,之,去,莊,止,廁,0,,0
章,開,三,之,去,章,止,織,0,,0
章,開,三,之,去,章,止,誌,0,,0
書,開,三,蒸,入,章,曾,識,1,認識,0
章,開,三,之,去,章,止,識,1,默而識之,0
章,開,三,之,去,章,止,志,0,,0
昌,開,三,之,去,章,止,熾,0,,2
常,開,三,之,去,章,止,侍,0,,0
書,開,三,之,去,章,止,試,0,,0
書,開,三,之,去,章,止,幟,0,,0
日,開,三,之,去,日,止,餌,0,,1
見,開,三,之,去,見,止,記,0,,0
溪,開,三,之,去,見,止,亟,1,亟請,2
見,開,三,蒸,入,見,曾,亟,1,亟需,2
影,開,三,之,去,影,止,意,0,,0
以,開,三,之,去,以,止,食,0,,0
以,開,三,之,去,以,止,異,0,,0
群,開,三,之,去,見,止,忌,0,,0
見,合,三,微,平,見,止,歸,0,,0
見,開,三,微,平,見,止,嘰,0,,1
見,開,三,微,平,見,止,饑,0,,0
見,開,三,微,平,見,止,譏,0,,1
見,開,三,微,平,見,止,機,0,,0
見,開,三,微,平,見,止,磯,0,,2
疑,合,三,微,平,見,止,巍,0,,1
曉,合,三,微,平,影,止,揮,0,,0
曉,合,三,微,平,影,止,輝,0,,0
曉,開,三,微,平,影,止,希,0,,0
曉,合,三,微,平,影,止,徽,0,,1
曉,合,三,微,平,影,止,暉,0,,2
曉,開,三,微,平,影,止,稀,0,,0
影,開,三,微,平,影,止,依,0,,0
影,開,三,微,平,影,止,衣,1,衣服,0
影,開,三,微,去,影,止,衣,1,衣錦還鄉,0
影,合,三,微,平,影,止,威,0,,0
云,合,三,微,平,影,止,圍,0,,0
云,合,三,微,平,影,止,違,0,,0
云,合,三,微,平,影,止,韋,0,,2
幫,合,三,微,平,幫,止,飛,0,,0
幫,合,三,微,平,幫,止,非,0,,0
幫,合,三,微,平,幫,止,扉,0,,2
並,合,三,微,平,幫,止,肥,0,,0
明,合,三,微,平,幫,止,微,0,,0
滂,合,三,微,平,幫,止,妃,0,,2
滂,合,三,微,平,幫,止,菲,1,芳菲,1
滂,合,三,微,上,幫,止,菲,1,菲薄,1
群,開,三,微,平,見,止,祈,0,,1
群,開,三,微,平,見,止,幾,1,幾個,0
見,開,三,微,平,見,止,幾,1,幾乎,0
見,合,三,微,上,見,止,鬼,0,,0
溪,開,三,微,上,見,止,豈,0,,0
曉,合,三,微,上,影,止,卉,0,,2
云,合,三,微,上,影,止,偉,0,,0
云,合,三,微,上,影,止,瑋,0,,2
云,合,三,微,上,影,止,葦,0,,1
云,合,三,微,上,影,止,煒,0,,2
幫,合,三,微,上,幫,止,匪,0,,0
明,合,三,微,上,幫,止,尾,0,,0
明,合,三,微,上,幫,止,娓,0,,2
滂,合,三,微,上,幫,止,悱,0,,2
滂,合,三,微,上,幫,止,斐,0,,2
見,開,三,微,去,見,止,溉,0,,0
見,開,三,微,去,見,止,既,0,,0
見,合,三,微,去,見,止,貴,0,,0
溪,開,三,微,去,見,止,氣,0,,0
疑,合,三,微,去,見,止,魏,0,,1
疑,開,三,微,去,見,止,毅,0,,0
曉,合,三,微,去,影,止,諱,0,,1
曉,開,三,微,去,影,止,愾,0,,2
影,合,三,微,去,影,止,蔚,0,,1
影,合,三,微,去,影,止,慰,0,,0
影,合,三,微,去,影,止,熨,1,熨斗。訓讀「燙」,2
影,合,三,文,入,影,臻,熨,1,熨貼,2
影,合,三,微,去,影,止,尉,1,太尉,1
影,合,三,文,入,影,臻,尉,1,尉遲,1
影,合,三,微,去,影,止,畏,0,,0
云,合,三,微,去,影,止,胃,0,,0
云,合,三,微,去,影,止,渭,0,,2
云,合,三,微,去,影,止,謂,0,,1
云,合,三,微,去,影,止,彙,0,,0
云,合,三,微,去,影,止,蝟,0,,1
云,合,三,微,去,影,止,緯,0,,1
幫,合,三,微,去,幫,止,芾,1,蔽芾,2
幫,合,三,文,入,幫,臻,芾,1,芾芾,2
幫,合,三,微,去,幫,止,沸,0,,0
並,合,三,微,去,幫,止,翡,0,,2
明,合,三,微,去,幫,止,未,0,,0
明,合,三,微,去,幫,止,味,0,,0
來,開,三,魚,平,來,遇,廬,0,,1
來,開,三,魚,平,來,遇,蘆,0,,0
來,開,三,魚,平,來,遇,櫚,0,,2
來,開,三,魚,平,來,遇,驢,0,,0
精,開,三,魚,平,精,遇,且,0,,0
清,開,三,魚,平,精,遇,蛆,0,,1
從,開,三,魚,上,精,遇,沮,1,沮喪,1
清,開,三,魚,平,精,遇,沮,1,沮水。水名,1
精,開,三,魚,去,精,遇,沮,1,沮洳,1
邪,開,三,魚,平,精,遇,徐,0,,0
知,開,三,魚,平,知,遇,豬,0,,0
澄,開,三,魚,平,知,遇,涂,0,,0
澄,開,三,魚,平,知,遇,躇,0,,2
澄,開,三,魚,平,知,遇,除,0,,0
澄,開,三,魚,平,知,遇,儲,0,,0
澄,開,三,魚,平,知,遇,屠,0,,0
知,開,三,魚,去,知,遇,著,1,顯著,0
知,開,三,陽,入,知,宕,著,1,著衫,0
澄,開,三,陽,入,知,宕,著,1,著涼,0
,,,,,,,着,0,,0
初,開,三,魚,平,莊,遇,初,0,,2
崇,開,三,魚,平,莊,遇,鋤,0,,0
生,開,三,魚,平,莊,遇,疏,1,疏通,0
生,開,三,魚,去,莊,遇,疏,1,註疏,0
生,開,三,魚,平,莊,遇,蔬,0,,0
生,開,三,魚,平,莊,遇,梳,0,,0
章,開,三,魚,平,章,遇,諸,0,,0
章,開,三,魚,平,章,遇,藷,1,藷蕷,3
,,,,,,,藷,1,藷蔗,3
書,開,三,魚,平,章,遇,舒,0,,0
書,開,三,魚,平,章,遇,紓,0,,2
書,開,三,魚,平,章,遇,書,0,,0
日,開,三,魚,平,日,遇,如,0,,0
日,開,三,魚,平,日,遇,茹,0,,2
見,開,三,魚,平,見,遇,車,1,車馬炮,0
昌,開,三,麻,平,章,假,車,1,汽車,0
見,開,三,魚,平,見,遇,据,0,,0
溪,開,三,魚,平,見,遇,墟,0,,2
疑,開,三,魚,平,見,遇,魚,0,,0
疑,開,三,魚,平,見,遇,漁,0,,0
疑,開,三,魚,平,見,遇,衙,0,,1
曉,開,三,魚,平,影,遇,虛,0,,0
曉,開,三,魚,平,影,遇,噓,1,噓寒問暖,2
,,,,,,,噓,1,語氣詞,2
影,開,三,魚,平,影,遇,於,0,,0
以,開,三,魚,平,以,遇,予,1,古代第一人稱,0
以,開,三,魚,上,以,遇,予,1,給予,0
以,開,三,魚,平,以,遇,餘,0,,0
以,開,三,魚,平,以,遇,輿,0,,1
以,開,三,魚,平,以,遇,與,1,同「歟」,0
,,,,,,,與,1,我與你,0
以,開,三,魚,去,以,遇,與,1,參與,0
以,開,三,魚,平,以,遇,譽,0,,0
以,開,三,魚,平,以,遇,余,0,,0
以,開,三,魚,平,以,遇,蜍,0,,2
群,開,三,魚,平,見,遇,渠,0,,0
娘,開,三,魚,上,知,遇,女,0,,0
來,開,三,魚,上,來,遇,旅,0,,0
來,開,三,魚,上,來,遇,侶,0,,1
來,開,三,魚,上,來,遇,呂,0,,1
從,開,三,魚,上,精,遇,咀,0,,2
邪,開,三,魚,上,精,遇,嶼,1,島嶼,0
,,,,,,,嶼,1,大嶼山。山名,0
邪,開,三,魚,上,精,遇,序,0,,0
邪,開,三,魚,上,精,遇,敘,0,,0
邪,開,三,魚,上,精,遇,緒,0,,0
邪,開,三,魚,上,精,遇,抒,0,,1
知,開,三,魚,上,知,遇,貯,0,,1
澄,開,三,魚,上,知,遇,杼,0,,3
澄,開,三,魚,上,知,遇,佇,0,,2
莊,開,三,魚,上,莊,遇,阻,0,,0
莊,開,三,魚,上,莊,遇,俎,0,,2
初,開,三,魚,上,莊,遇,楚,0,,0
初,開,三,魚,上,莊,遇,礎,0,,0
生,開,三,魚,上,莊,遇,所,0,,0
昌,開,三,魚,上,章,遇,杵,0,,2
昌,開,三,魚,上,章,遇,處,1,處理,0
昌,開,三,魚,去,章,遇,處,1,住處,0
常,開,三,魚,上,章,遇,墅,0,,1
常,開,三,魚,上,章,遇,野,0,,0
書,開,三,魚,上,章,遇,鼠,0,,0
書,開,三,魚,上,章,遇,暑,0,,0
書,開,三,魚,上,章,遇,黍,0,,1
日,開,三,魚,上,日,遇,汝,0,,2
見,開,三,魚,上,見,遇,莒,0,,2
見,開,三,魚,上,見,遇,舉,0,,0
見,開,三,魚,上,見,遇,櫸,0,,2
溪,開,三,魚,上,見,遇,去,0,,0
疑,開,三,魚,上,見,遇,禦,0,,0
疑,開,三,魚,上,見,遇,語,1,語言,0
疑,開,三,魚,去,見,遇,語,1,不以語人,0
曉,開,三,魚,上,影,遇,許,0,,0
群,開,三,魚,上,見,遇,距,0,,0
群,開,三,魚,上,見,遇,巨,0,,0
群,開,三,魚,上,見,遇,炬,0,,1
群,開,三,魚,上,見,遇,鉅,0,,0
群,開,三,魚,上,見,遇,拒,0,,0
來,開,三,魚,去,來,遇,慮,0,,0
心,開,三,魚,去,精,遇,絮,0,,0
崇,開,三,魚,去,莊,遇,助,0,,0
常,開,三,魚,去,章,遇,署,0,,1
常,開,三,魚,去,章,遇,曙,0,,1
常,開,三,魚,去,章,遇,薯,0,,0
書,開,三,魚,去,章,遇,恕,0,,1
書,開,三,魚,去,章,遇,庶,0,,1
見,開,三,魚,去,見,遇,踞,0,,2
見,開,三,魚,去,見,遇,據,0,,0
見,開,三,魚,去,見,遇,鋸,0,,0
疑,開,三,魚,去,見,遇,御,0,,0
疑,開,三,魚,去,見,遇,馭,0,,2
影,開,三,魚,去,影,遇,菸,0,,0
以,開,三,魚,去,以,遇,豫,0,,1
以,開,三,魚,去,以,遇,預,0,,0
群,開,三,魚,去,見,遇,遽,0,,2
端,開,一,模,平,端,遇,都,0,,0
定,開,一,模,平,端,遇,圖,0,,0
定,開,一,模,平,端,遇,途,0,,0
定,開,一,模,平,端,遇,塗,0,,0
定,開,一,模,平,端,遇,徒,0,,0
定,開,一,模,平,端,遇,荼,1,如火如荼,2
,,,,,,,荼,1,神荼,2
定,開,一,模,平,端,遇,鍍,0,,1
定,開,一,模,平,端,遇,菟,0,,2
泥,開,一,模,平,端,遇,奴,0,,0
來,開,一,模,平,來,遇,盧,0,,1
來,開,一,模,平,來,遇,顱,0,,1
來,開,一,模,平,來,遇,爐,0,,0
精,開,一,模,平,精,遇,租,0,,0
心,開,一,模,平,精,遇,蘇,0,,0
心,開,一,模,平,精,遇,酥,0,,1
心,開,一,模,平,精,遇,穌,0,,2
見,開,一,模,平,見,遇,辜,0,,0
見,開,一,模,平,見,遇,箍,0,,1
見,開,一,模,平,見,遇,孤,0,,0
,,,,,,,呱,1,頂呱呱,2
見,開,一,模,平,見,遇,呱,1,呱呱墜地,2
見,開,一,模,平,見,遇,沽,0,,1
見,開,一,模,平,見,遇,姑,0,,0
溪,開,一,模,平,見,遇,枯,0,,0
疑,開,一,模,平,見,遇,蜈,0,,1
疑,開,一,模,平,見,遇,梧,0,,1
疑,開,一,模,平,見,遇,吾,0,,2
疑,開,一,模,平,見,遇,吳,0,,0
曉,開,一,模,平,影,遇,呼,0,,0
匣,開,一,模,平,影,遇,糊,0,,0
匣,開,一,模,平,影,遇,瑚,0,,2
匣,開,一,模,平,影,遇,胡,0,,0
匣,開,一,模,平,影,遇,瓠,0,,2
匣,開,一,模,平,影,遇,壺,0,,0
匣,開,一,模,平,影,遇,湖,0,,0
匣,開,一,模,平,影,遇,弧,0,,1
匣,開,一,模,平,影,遇,葫,0,,1
匣,開,一,模,平,影,遇,狐,0,,0
匣,開,一,模,平,影,遇,乎,0,,0
影,開,一,模,平,影,遇,嗚,0,,0
影,開,一,模,平,影,遇,烏,0,,0
影,開,一,唐,入,影,宕,惡,1,惡毒,0
影,開,一,模,去,影,遇,惡,1,可惡,0
影,開,一,模,平,影,遇,惡,1,惡乎,0
並,開,一,模,平,幫,遇,樸,0,,0
並,開,一,模,平,幫,遇,菩,0,,1
並,開,一,模,平,幫,遇,匍,0,,2
並,開,一,模,平,幫,遇,蒲,0,,1
明,開,一,模,平,幫,遇,模,0,,0
明,開,一,模,平,幫,遇,摸,0,,0
明,開,一,唐,入,幫,宕,膜,1,薄膜,0
明,開,一,模,平,幫,遇,膜,1,膜拜,0
端,開,一,模,上,端,遇,睹,0,,1
端,開,一,模,上,端,遇,堵,0,,0
端,開,一,模,上,端,遇,賭,0,,0
透,開,一,模,上,端,遇,土,0,,0
透,開,一,模,上,端,遇,吐,0,,0
定,開,一,模,上,端,遇,肚,0,,0
定,開,一,模,上,端,遇,杜,0,,0
泥,開,一,模,上,端,遇,努,0,,0
泥,開,一,模,上,端,遇,怒,0,,0
泥,開,一,模,上,端,遇,弩,0,,2
來,開,一,模,上,來,遇,擄,0,,2
來,開,一,模,上,來,遇,虜,0,,0
來,開,一,模,上,來,遇,滷,0,,1
來,開,一,模,上,來,遇,魯,0,,0
來,開,一,模,上,來,遇,櫓,0,,2
精,開,一,模,上,精,遇,組,0,,0
精,開,一,模,上,精,遇,祖,0,,0
從,開,一,模,上,精,遇,粗,0,,0
見,開,一,模,上,見,遇,詁,0,,2
見,開,一,模,上,見,遇,鼓,0,,0
見,開,一,模,上,見,遇,估,1,估計,0
見,開,一,模,上,見,遇,估,1,估衣,0
見,開,一,模,上,見,遇,古,0,,0
見,開,一,模,上,見,遇,股,0,,0
見,開,一,模,上,見,遇,賈,1,商賈,1
見,開,二,麻,上,見,假,賈,1,賈姓,1
溪,開,一,模,上,見,遇,苦,0,,0
疑,開,一,模,上,見,遇,午,0,,0
疑,開,一,模,上,見,遇,五,0,,0
疑,開,一,模,上,見,遇,伍,0,,0
曉,開,一,模,上,影,遇,琥,0,,2
曉,開,一,模,上,影,遇,虎,0,,0
曉,開,一,模,上,影,遇,滸,0,,2
匣,開,一,模,上,影,遇,雇,0,,1
匣,開,一,模,上,影,遇,滬,0,,1
匣,開,一,模,上,影,遇,扈,0,,2
匣,開,一,模,上,影,遇,戶,0,,0
影,開,一,模,上,影,遇,塢,1,山塢,1
影,開,一,模,上,影,遇,塢,1,船塢,1
幫,開,一,模,上,幫,遇,圃,0,,1
幫,開,一,模,上,幫,遇,譜,0,,0
幫,開,一,模,上,幫,遇,補,0,,0
並,開,一,模,上,幫,遇,簿,0,,1
並,開,一,模,上,幫,遇,部,0,,0
明,開,一,模,上,幫,遇,媽,0,,0
明,開,一,模,上,幫,遇,莽,0,,1
滂,開,一,模,上,幫,遇,浦,0,,1
滂,開,一,模,上,幫,遇,普,0,,0
端,開,一,模,去,端,遇,妒,0,,1
透,開,一,模,去,端,遇,兔,0,,0
定,開,一,模,去,端,遇,渡,0,,0
定,開,一,模,去,端,遇,度,1,度量衡,0
定,開,一,唐,入,端,宕,度,1,量度,0
來,開,一,模,去,來,遇,路,0,,0
來,開,一,模,去,來,遇,鷺,0,,2
來,開,一,模,去,來,遇,露,0,,0
來,開,一,模,去,來,遇,賂,0,,1
精,開,一,模,去,精,遇,作,0,,0
清,開,一,模,去,精,遇,措,0,,1
清,開,一,模,去,精,遇,醋,0,,0
清,開,一,模,去,精,遇,厝,0,,2
清,開,一,唐,入,精,宕,錯,1,錯誤,0
清,開,一,唐,入,精,宕,錯,1,交錯,0
清,開,一,模,去,精,遇,錯,1,同「措」,0
心,開,一,模,去,精,遇,訴,0,,0
心,開,一,模,去,精,遇,塑,0,,0
心,開,一,模,去,精,遇,素,0,,0
見,開,一,模,去,見,遇,固,0,,0
見,開,一,模,去,見,遇,鯝,0,,2
見,開,一,模,去,見,遇,故,0,,0
見,開,一,模,去,見,遇,顧,0,,0
見,開,一,模,去,見,遇,錮,0,,2
溪,開,一,模,去,見,遇,庫,0,,0
疑,開,一,模,去,見,遇,悟,0,,0
疑,開,一,模,去,見,遇,寤,0,,3
疑,開,一,模,去,見,遇,誤,0,,0
疑,開,一,模,去,見,遇,晤,0,,1
匣,開,一,模,去,影,遇,互,0,,0
匣,開,一,模,去,影,遇,護,0,,0
幫,開,一,模,去,幫,遇,布,0,,0
幫,開,一,模,去,幫,遇,佈,0,,0
並,開,一,模,去,幫,遇,步,0,,0
並,開,一,模,去,幫,遇,捕,0,,0
並,開,一,模,去,幫,遇,哺,0,,1
明,開,一,模,去,幫,遇,慕,0,,0
明,開,一,模,去,幫,遇,墓,0,,0
明,開,一,模,去,幫,遇,暮,0,,0
明,開,一,模,去,幫,遇,募,0,,1
滂,開,一,模,去,幫,遇,怖,0,,0
來,合,三,虞,平,來,遇,摟,0,,0
來,合,三,虞,平,來,遇,鏤,0,,2
清,合,三,虞,平,精,遇,趨,0,,0
心,合,三,虞,平,精,遇,鬚,0,,0
心,合,三,虞,平,精,遇,需,0,,0
心,合,三,虞,平,精,遇,須,0,,0
心,合,三,虞,平,精,遇,娶,0,,1
知,合,三,虞,平,知,遇,株,0,,0
知,合,三,虞,平,知,遇,列,0,,0
知,合,三,虞,平,知,遇,蛛,0,,0
澄,合,三,虞,平,知,遇,廚,0,,0
崇,合,三,虞,平,莊,遇,雛,0,,1
章,合,三,虞,平,章,遇,朱,0,,0
章,合,三,虞,平,章,遇,珠,0,,0
章,合,三,虞,平,章,遇,侏,0,,2
昌,合,三,虞,平,章,遇,樞,0,,1
常,合,三,虞,平,章,遇,殊,0,,0
常,合,三,虞,平,章,遇,茱,0,,3
書,合,三,虞,平,章,遇,輸,0,,0
日,合,三,虞,平,日,遇,嚅,0,,2
日,合,三,虞,平,日,遇,儒,0,,1
日,合,三,虞,平,日,遇,懦,0,,1
見,合,三,虞,平,見,遇,俱,0,,0
見,合,三,虞,平,見,遇,拘,0,,0
溪,合,三,虞,平,見,遇,嶇,0,,1
溪,合,三,虞,平,見,遇,軀,0,,1
溪,合,三,虞,平,見,遇,驅,0,,0
溪,合,三,虞,平,見,遇,摳,0,,1
溪,合,三,虞,平,見,遇,區,1,區別,0
影,開,一,侯,平,影,流,區,1,區姓,0
疑,合,三,虞,平,見,遇,隅,0,,1
疑,合,三,虞,平,見,遇,虞,0,,2
疑,合,三,虞,平,見,遇,愚,0,,0
疑,合,三,虞,平,見,遇,娛,0,,0
曉,合,三,虞,平,影,遇,吁,0,,1
云,合,三,虞,平,影,遇,于,0,,0
云,合,三,虞,平,影,遇,汙,0,,0
云,合,三,虞,平,影,遇,迂,0,,1
云,合,三,虞,平,影,遇,芋,0,,1
云,合,三,虞,平,影,遇,盂,0,,2
以,合,三,虞,平,以,遇,萸,0,,3
以,合,三,虞,平,以,遇,逾,0,,1
以,合,三,虞,平,以,遇,瑜,0,,2
以,合,三,虞,平,以,遇,榆,0,,0
以,合,三,虞,平,以,遇,諛,0,,2
以,合,三,虞,平,以,遇,舀,0,,1
以,合,三,虞,平,以,遇,渝,0,,2
以,合,三,虞,平,以,遇,愉,0,,0
幫,合,三,虞,平,幫,遇,膚,0,,0
幫,合,三,虞,平,幫,遇,夫,1,農夫,0
並,合,三,虞,平,幫,遇,夫,1,古代指示詞、代詞、助詞,0
並,合,三,虞,平,幫,遇,符,0,,0
並,合,三,虞,平,幫,遇,芙,0,,1
並,合,三,虞,平,幫,遇,苻,0,,2
並,合,三,虞,平,幫,遇,扶,0,,0
明,合,三,虞,平,幫,遇,蕪,0,,1
明,合,三,虞,平,幫,遇,無,0,,0
明,合,三,虞,平,幫,遇,巫,0,,1
明,合,三,虞,平,幫,遇,誣,0,,1
明,合,三,虞,平,幫,遇,毋,0,,2
滂,合,三,虞,平,幫,遇,鋪,1,鋪張,0
滂,開,一,模,去,幫,遇,鋪,1,店鋪,0
滂,合,三,虞,平,幫,遇,孵,0,,1
滂,合,三,虞,平,幫,遇,敷,0,,1
滂,合,三,虞,平,幫,遇,俘,0,,0
群,合,三,虞,平,見,遇,瞿,1,瞿塘峽,2
見,合,三,虞,去,見,遇,瞿,1,瞿然一驚,2
群,合,三,虞,平,見,遇,句,0,,0
來,合,三,虞,上,來,遇,縷,0,,1
清,合,三,虞,上,精,遇,取,0,,0
從,合,三,虞,上,精,遇,聚,0,,0
知,合,三,虞,上,知,遇,拄,0,,1
澄,合,三,虞,上,知,遇,柱,0,,0
生,合,三,虞,上,莊,遇,數,1,～數,0
生,合,三,虞,去,莊,遇,數,1,數字,0
生,開,二,江,入,莊,江,數,1,數見不鮮,0
章,合,三,虞,上,章,遇,主,0,,0
常,合,三,虞,上,章,遇,樹,0,,0
常,合,三,虞,上,章,遇,豎,0,,0
日,合,三,虞,上,日,遇,乳,0,,0
見,合,三,虞,上,見,遇,矩,0,,0
曉,合,三,虞,上,影,遇,煦,0,,2
影,合,三,虞,上,影,遇,噢,0,,2
云,合,三,虞,上,影,遇,栩,0,,2
云,合,三,虞,上,影,遇,雨,1,落雨,0
云,合,三,虞,去,影,遇,雨,1,雨我公田,0
云,合,三,虞,上,影,遇,羽,0,,0
云,合,三,虞,上,影,遇,宇,0,,0
云,合,三,虞,上,影,遇,禹,0,,2
以,合,三,虞,上,以,遇,愈,0,,0
幫,合,三,虞,上,幫,遇,斧,0,,0
幫,合,三,虞,上,幫,遇,脯,1,肉脯,1
幫,合,三,虞,上,幫,遇,脯,1,胸脯,1
幫,合,三,虞,上,幫,遇,俯,0,,0
幫,合,三,虞,上,幫,遇,父,0,,0
幫,合,三,虞,上,幫,遇,府,0,,0
幫,合,三,虞,上,幫,遇,甫,1,台甫,1
