聲,呼,等,韻,調,組,攝,單字,多音,原註,罕度
見,開,三,侵B,平,見,深,金,0,,0
見,開,三,侵B,平,見,深,襟,0,,1
見,開,三,侵B,平,見,深,今,0,,0
見,開,三,侵B,去,見,深,禁,1,禁止,0
見,開,三,侵B,平,見,深,禁,1,禁著,0
溪,開,三,侵B,平,見,深,欽,0,,1
疑,開,三,侵B,平,見,深,吟,0,,1
影,開,三,侵B,平,影,深,陰,0,,0
影,開,三,侵B,平,影,深,瘖,0,,3
影,開,三,侵B,平,影,深,音,0,,0
群,開,三,侵B,平,見,深,擒,0,,1
群,開,三,侵B,平,見,深,琴,0,,0
群,開,三,侵B,平,見,深,凜,0,,1
群,開,三,侵B,平,見,深,禽,0,,0
澄,開,三,侵B,上,知,深,朕,0,,2
見,開,三,侵B,上,見,深,錦,0,,0
影,開,三,侵B,上,影,深,飲,1,飲水,0
影,開,三,侵B,去,影,深,飲,1,飲馬,0
幫,開,三,侵B,上,幫,深,稟,0,,1
滂,開,三,侵B,上,幫,深,品,0,,0
徹,開,三,侵B,去,知,深,闖,0,,0
生,開,三,侵B,去,莊,深,滲,0,,0
影,開,三,侵B,去,影,深,蔭,0,,2
澄,開,三,侵B,入,知,深,蟄,0,,2
生,開,三,侵B,入,莊,深,澀,0,,1
見,開,三,侵B,入,見,深,汲,0,,2
見,開,三,侵B,入,見,深,急,0,,0
見,開,三,侵B,入,見,深,給,0,,0
見,開,三,侵B,入,見,深,級,0,,0
溪,開,三,侵B,入,見,深,泣,0,,1
疑,開,三,侵B,入,見,深,岌,0,,2
曉,開,三,侵B,入,影,深,吸,0,,0
影,開,三,侵B,入,影,深,邑,0,,1
群,開,三,侵B,入,見,深,苙,0,,3
群,開,三,侵B,入,見,深,及,0,,0
端,開,一,談,平,端,咸,擔,1,擔水,0
端,開,一,談,去,端,咸,擔,1,重擔,0
定,開,一,談,上,端,咸,淡,1,冷淡,0
定,開,一,談,上,端,咸,淡,1,白讀,0
定,開,一,談,平,端,咸,談,0,,0
定,開,一,談,平,端,咸,痰,0,,0
定,開,一,談,平,端,咸,澹,0,,2
來,開,一,談,平,來,咸,藍,0,,0
來,開,一,談,平,來,咸,籃,0,,0
從,開,一,談,平,精,咸,慚,0,,0
心,開,一,談,平,精,咸,三,0,,0
見,開,一,談,平,見,咸,柑,0,,1
見,開,一,談,平,見,咸,甘,0,,0
曉,開,一,談,平,影,咸,憨,0,,1
匣,開,一,談,平,影,咸,酣,0,,1
端,開,一,談,上,端,咸,膽,0,,0
透,開,一,談,上,端,咸,毯,0,,0
來,開,一,談,上,來,咸,攬,0,,1
來,開,一,談,上,來,咸,覽,0,,0
來,開,一,談,上,來,咸,欖,0,,1
見,開,一,談,上,見,咸,橄,0,,1
見,開,一,談,上,見,咸,敢,0,,0
曉,開,一,談,上,影,咸,喊,0,,0
從,開,一,談,去,精,咸,暫,0,,0
溪,開,一,談,去,見,咸,瞰,0,,2
透,開,一,談,入,端,咸,榻,0,,2
透,開,一,談,入,端,咸,搭,0,,0
透,開,一,談,入,端,咸,塔,0,,0
定,開,一,談,入,端,咸,蹋,0,,1
來,開,一,談,入,來,咸,臘,0,,0
來,開,一,談,入,來,咸,蠟,0,,0
見,開,一,談,入,見,咸,砝,0,,2
見,開,一,談,入,見,咸,閘,0,,0
匣,開,一,談,入,影,咸,嗑,0,,2
匣,開,一,談,入,影,咸,闔,0,,2
疑,開,三,嚴,平,見,咸,嚴,0,,0
疑,開,三,嚴,上,見,咸,儼,0,,2
溪,開,三,嚴,去,見,咸,欠,0,,0
曉,開,三,嚴,去,影,咸,脅,0,,0
見,開,三,嚴,入,見,咸,劫,0,,0
溪,開,三,嚴,入,見,咸,怯,0,,1
疑,開,三,嚴,入,見,咸,業,0,,0
並,合,三,凡,平,幫,咸,帆,0,,0
並,合,三,凡,平,幫,咸,凡,0,,0
滂,合,三,凡,去,幫,咸,氾,1,氾濫,0
並,合,三,凡,平,幫,咸,氾,1,氾姓,0
並,合,三,凡,上,幫,咸,犯,0,,0
並,合,三,凡,上,幫,咸,範,0,,0
並,合,三,凡,上,幫,咸,范,0,,0
滂,合,三,凡,去,幫,咸,泛,0,,0
幫,合,三,凡,入,幫,咸,法,0,,0
並,合,三,凡,入,幫,咸,乏,0,,0
生,開,二,銜,平,莊,咸,衫,0,,0
見,開,二,銜,平,見,咸,監,1,監獄,0
見,開,二,銜,去,見,咸,監,1,太監,0
見,開,二,銜,平,見,咸,鑑,0,,0
見,開,二,銜,去,見,咸,鑒,0,,0
溪,開,二,銜,平,見,咸,嵌,0,,1
疑,開,二,銜,平,見,咸,巖,0,,0
匣,開,二,銜,平,影,咸,銜,0,,0
匣,開,二,銜,上,影,咸,艦,0,,0
匣,開,二,銜,上,影,咸,檻,1,牛檻,2
,,,,,,,檻,1,門檻,2
匣,開,二,銜,上,影,咸,濫,0,,0
見,開,二,銜,入,見,咸,甲,0,,0
匣,開,二,銜,入,影,咸,匣,0,,1
影,開,二,銜,入,影,咸,鴨,0,,0
影,開,二,銜,入,影,咸,壓,0,,0
影,開,二,銜,入,影,咸,押,0,,0
娘,開,二,咸,平,知,咸,喃,0,,2
崇,開,二,咸,平,莊,咸,攙,0,,1
崇,開,二,咸,平,莊,咸,饞,0,,0
生,開,二,咸,平,莊,咸,杉,0,,1
生,開,二,咸,平,莊,咸,摻,0,,1
見,開,二,咸,平,見,咸,緘,0,,2
匣,開,二,咸,平,影,咸,鹹,0,,0
匣,開,二,咸,平,影,咸,咸,0,,0
影,開,二,咸,平,影,咸,黯,0,,2
莊,開,二,咸,上,莊,咸,斬,0,,0
匣,開,二,咸,上,影,咸,減,0,,0
知,開,二,咸,去,知,咸,站,0,,0
莊,開,二,咸,去,莊,咸,蘸,0,,1
匣,開,二,咸,去,影,咸,陷,0,,0
莊,開,二,咸,入,莊,咸,眨,0,,0
初,開,二,咸,入,莊,咸,插,0,,0
見,開,二,咸,入,見,咸,夾,0,,0
溪,開,二,咸,入,見,咸,掐,0,,1
溪,開,二,咸,入,見,咸,恰,0,,0
匣,開,二,咸,入,影,咸,洽,0,,0
匣,開,二,咸,入,影,咸,峽,0,,0
匣,開,二,咸,入,影,咸,狹,0,,0
影,開,二,咸,入,影,咸,凹,0,,1
來,開,三,鹽A,平,來,咸,廉,0,,0
來,開,三,鹽A,平,來,咸,鐮,0,,0
來,開,三,鹽A,平,來,咸,簾,0,,0
精,開,三,鹽A,平,精,咸,尖,0,,0
從,開,三,鹽A,上,精,咸,漸,1,逐漸,0
精,開,三,鹽A,平,精,咸,漸,1,漸車帷裳,0
清,開,三,鹽A,平,精,咸,鹼,0,,1
清,開,三,鹽A,平,精,咸,臉,0,,0
清,開,三,鹽A,平,精,咸,籤,0,,0
從,開,三,鹽A,平,精,咸,潛,0,,0
心,開,三,鹽A,平,精,咸,纖,0,,0
章,開,三,鹽A,平,章,咸,詹,0,,2
章,開,三,鹽A,平,章,咸,瞻,0,,1
章,開,三,鹽A,平,章,咸,蟾,0,,2
章,開,三,鹽A,平,章,咸,占,1,占卜,0
章,開,三,鹽A,去,章,咸,占,1,占領,0
日,開,三,鹽A,平,日,咸,冉,0,,2
以,開,三,鹽A,平,以,咸,鹽,0,,0
以,開,三,鹽A,平,以,咸,閻,0,,1
以,開,三,鹽A,平,以,咸,簷,0,,3
來,開,三,鹽A,上,來,咸,撿,0,,0
來,開,三,鹽A,上,來,咸,斂,0,,1
書,開,三,鹽A,上,章,咸,陝,0,,0
書,開,三,鹽A,上,章,咸,閃,0,,0
日,開,三,鹽A,上,日,咸,染,0,,0
影,開,三,鹽A,上,影,咸,厭,0,,0
以,開,三,鹽A,上,以,咸,燄,0,,3
來,開,三,鹽A,去,來,咸,殮,0,,2
清,開,三,鹽A,去,精,咸,塹,0,,2
以,開,三,鹽A,去,以,咸,焰,0,,0
以,開,三,鹽A,去,以,咸,豔,0,,0
來,開,三,鹽A,入,來,咸,獵,0,,0
精,開,三,鹽A,入,精,咸,接,0,,0
精,開,三,鹽A,入,精,咸,睫,0,,2
清,開,三,鹽A,入,精,咸,妾,0,,2
從,開,三,鹽A,入,精,咸,捷,0,,0
章,開,三,鹽A,入,章,咸,懾,0,,2
常,開,三,鹽A,入,章,咸,涉,0,,0
書,開,三,鹽A,入,章,咸,攝,0,,0
日,開,三,鹽A,入,日,咸,囁,0,,2
影,開,三,鹽A,入,影,咸,靨,0,,2
以,開,三,鹽A,入,以,咸,葉,0,,0
娘,開,三,鹽B,平,知,咸,粘,0,,0
娘,開,三,鹽B,平,知,咸,黏,0,,2
知,開,三,鹽B,平,知,咸,沾,0,,0
影,開,三,鹽B,平,影,咸,淹,0,,0
影,開,三,鹽B,平,影,咸,醃,0,,1
云,開,三,鹽B,平,影,咸,炎,0,,0
群,開,三,鹽B,平,見,咸,拑,0,,3
群,開,三,鹽B,平,見,咸,鉗,0,,0
徹,開,三,鹽B,上,知,咸,諂,0,,2
見,開,三,鹽B,上,見,咸,檢,0,,0
見,開,三,鹽B,上,見,咸,瞼,0,,2
疑,開,三,鹽B,上,見,咸,广,0,,0
曉,開,三,鹽B,上,影,咸,險,0,,0
影,開,三,鹽B,上,影,咸,掩,0,,0
,,,,,,,奄,1,奄奄一息,1
影,開,三,鹽B,上,影,咸,奄,1,奄有,1
幫,開,三,鹽B,上,幫,咸,貶,0,,1
群,開,三,鹽B,上,見,咸,儉,0,,0
群,開,三,鹽B,上,見,咸,芡,0,,3
疑,開,三,鹽B,去,見,咸,驗,0,,0
影,開,三,鹽B,去,影,咸,俺,0,,1
娘,開,三,鹽B,入,知,咸,躡,0,,2
娘,開,三,鹽B,入,知,咸,聶,0,,1
知,開,三,鹽B,入,知,咸,輒,0,,2
生,開,三,鹽B,入,莊,咸,霎,0,,1
端,開,四,添,平,端,咸,佔,0,,0
透,開,四,添,平,端,咸,添,0,,0
定,開,四,添,平,端,咸,恬,0,,1
定,開,四,添,平,端,咸,甜,0,,0
泥,開,四,添,平,端,咸,拈,1,拈花惹草,2
,,,,,,,拈,1,拈線,2
見,開,四,添,平,見,咸,兼,0,,0
溪,開,四,添,平,見,咸,謙,0,,0
匣,開,四,添,平,影,咸,嫌,0,,0
端,開,四,添,上,端,咸,玷,0,,1
端,開,四,添,上,端,咸,點,0,,0
溪,開,四,添,上,見,咸,歉,0,,0
端,開,四,添,去,端,咸,店,0,,0
端,開,四,添,去,端,咸,墊,0,,0
泥,開,四,添,去,端,咸,念,0,,0
透,開,四,添,入,端,咸,帖,0,,0
透,開,四,添,入,端,咸,蝶,0,,0
透,開,四,添,入,端,咸,貼,0,,0
定,開,四,添,入,端,咸,疊,0,,0
定,開,四,添,入,端,咸,喋,0,,2
精,開,四,添,入,精,咸,浹,0,,2
見,開,四,添,入,見,咸,頰,0,,1
見,開,四,添,入,見,咸,莢,0,,1
溪,開,四,添,入,見,咸,愜,0,,2
匣,開,四,添,入,影,咸,挾,0,,1
匣,開,四,添,入,影,咸,俠,0,,1
匣,開,四,添,入,影,咸,協,0,,0
端,開,一,覃,平,端,咸,耽,0,,0
透,開,一,覃,平,端,咸,探,0,,0
透,開,一,覃,平,端,咸,貪,0,,0
定,開,一,覃,平,端,咸,譚,0,,1
定,開,一,覃,平,端,咸,眈,0,,2
定,開,一,覃,平,端,咸,潭,0,,1
泥,開,一,覃,平,端,咸,南,0,,0
泥,開,一,覃,平,端,咸,楠,0,,2
泥,開,一,覃,平,端,咸,男,0,,0
來,開,一,覃,平,來,咸,嵐,0,,2
來,開,一,覃,平,來,咸,婪,0,,2
從,開,一,覃,平,精,咸,蠶,0,,0
見,開,一,覃,平,見,咸,弇,0,,3
溪,開,一,覃,平,見,咸,堪,0,,0
溪,開,一,覃,平,見,咸,龕,0,,2
匣,開,一,覃,平,影,咸,函,0,,1
匣,開,一,覃,平,影,咸,涵,0,,1
匣,開,一,覃,平,影,咸,含,0,,0
影,開,一,覃,平,影,咸,庵,0,,1
影,開,一,覃,平,影,咸,諳,0,,2
來,開,一,覃,上,來,咸,纜,0,,1
清,開,一,覃,上,精,咸,慘,0,,0
見,開,一,覃,上,見,咸,感,0,,0
溪,開,一,覃,上,見,咸,坎,0,,1
匣,開,一,覃,上,影,咸,撼,0,,1
溪,開,一,覃,去,見,咸,勘,0,,1
匣,開,一,覃,去,影,咸,憾,0,,1
影,開,一,覃,去,影,咸,暗,0,,0
端,開,一,覃,入,端,咸,答,0,,0
透,開,一,覃,入,端,咸,踏,0,,0
定,開,一,覃,入,端,咸,沓,0,,2
泥,開,一,覃,入,端,咸,納,0,,0
來,開,一,覃,入,來,咸,摺,0,,0
來,開,一,覃,入,來,咸,拉,0,,0
從,開,一,覃,入,精,咸,雜,0,,0
心,開,一,覃,入,精,咸,卅,0,,2
見,開,一,覃,入,見,咸,鴿,0,,0
,,,,,,,閤,1,閤眼,0
,,,,,,,閤,1,閤樓,0
見,開,一,覃,入,見,咸,閤,1,邊門,0
見,開,一,覃,入,見,咸,蛤,1,圓蛤,1
,,,,,,,蛤,1,蛤蟆,1
疑,開,一,覃,入,見,咸,哈,0,,0
匣,開,一,覃,入,影,咸,盒,0,,0
匣,開,一,覃,入,影,咸,合,1,合格,0
見,開,一,覃,入,見,咸,合,1,容量單位,0
-,-,-,-,-,-,-,圇,0,,2
-,-,-,-,-,-,-,圾,0,,0
-,-,-,-,-,-,-,歹,0,,1
-,-,-,-,-,-,-,圳,0,,2
-,-,-,-,-,-,-,劍,0,,0
-,-,-,-,-,-,-,享,0,,0
-,-,-,-,-,-,-,踩,0,,0
-,-,-,-,-,-,-,踮,0,,2
-,-,-,-,-,-,-,螂,0,,2
-,-,-,-,-,-,-,踴,0,,1
-,-,-,-,-,-,-,鴕,0,,1
-,-,-,-,-,-,-,糕,0,,0
-,-,-,-,-,-,-,柿,0,,0
-,-,-,-,-,-,-,糬,0,,3
-,-,-,-,-,-,-,糯,0,,1
-,-,-,-,-,-,-,妞,0,,2
-,-,-,-,-,-,-,焙,0,,1
-,-,-,-,-,-,-,妳,0,,3
-,-,-,-,-,-,-,妮,0,,2
-,-,-,-,-,-,-,歪,0,,0
-,-,-,-,-,-,-,疤,0,,0
-,-,-,-,-,-,-,污,0,,0
-,-,-,-,-,-,-,汽,0,,0
-,-,-,-,-,-,-,粑,0,,2
-,-,-,-,-,-,-,桕,0,,2
-,-,-,-,-,-,-,棕,0,,0
-,-,-,-,-,-,-,撇,0,,0
-,-,-,-,-,-,-,撒,0,,0
-,-,-,-,-,-,-,撐,0,,0
-,-,-,-,-,-,-,囫,0,,2
-,-,-,-,-,-,-,囡,0,,2
-,-,-,-,-,-,-,砸,0,,1
-,-,-,-,-,-,-,砲,0,,3
-,-,-,-,-,-,-,饈,0,,3
-,-,-,-,-,-,-,掙,1,掙脫,0
,,,,,,,掙,1,掙錢,0
-,-,-,-,-,-,-,砍,0,,0
-,-,-,-,-,-,-,聯,0,,0
-,-,-,-,-,-,-,棋,0,,0
-,-,-,-,-,-,-,蹦,0,,0
-,-,-,-,-,-,-,週,0,,0
-,-,-,-,-,-,-,她,0,,0
-,-,-,-,-,-,-,奶,0,,0
-,-,-,-,-,-,-,剷,0,,0
-,-,-,-,-,-,-,闆,0,,0
-,-,-,-,-,-,-,剎,0,,1
-,-,-,-,-,-,-,磁,0,,0
-,-,-,-,-,-,-,骷,0,,2
-,-,-,-,-,-,-,嘩,0,,0
-,-,-,-,-,-,-,磚,0,,0
-,-,-,-,-,-,-,躲,0,,0
-,-,-,-,-,-,-,磺,0,,1
-,-,-,-,-,-,-,躺,0,,0
-,-,-,-,-,-,-,罕,0,,1
-,-,-,-,-,-,-,耙,0,,1
-,-,-,-,-,-,-,嘴,0,,0
-,-,-,-,-,-,-,瑪,0,,1
-,-,-,-,-,-,-,間,1,空間,0
,,,,,,,間,1,間接,0
-,-,-,-,-,-,-,籽,0,,1
-,-,-,-,-,-,-,瑙,0,,2
-,-,-,-,-,-,-,啤,0,,1
-,-,-,-,-,-,-,餃,0,,0
-,-,-,-,-,-,-,揪,0,,0
-,-,-,-,-,-,-,餵,0,,0
-,-,-,-,-,-,-,揍,0,,1
-,-,-,-,-,-,-,餡,0,,0
-,-,-,-,-,-,-,淌,0,,1
-,-,-,-,-,-,-,嶄,0,,0
-,-,-,-,-,-,-,淘,0,,0
-,-,-,-,-,-,-,釉,0,,2
-,-,-,-,-,-,-,擤,0,,2
-,-,-,-,-,-,-,擦,0,,0
-,-,-,-,-,-,-,嚕,0,,2
-,-,-,-,-,-,-,嚐,0,,0
-,-,-,-,-,-,-,擱,0,,0
-,-,-,-,-,-,-,嚎,0,,1
-,-,-,-,-,-,-,擂,0,,1
-,-,-,-,-,-,-,桿,0,,0
-,-,-,-,-,-,-,胸,0,,0
-,-,-,-,-,-,-,刨,0,,1
-,-,-,-,-,-,-,胚,0,,1
-,-,-,-,-,-,-,挖,0,,0
-,-,-,-,-,-,-,碗,0,,0
-,-,-,-,-,-,-,碟,0,,1
-,-,-,-,-,-,-,碘,0,,1
-,-,-,-,-,-,-,碳,0,,1
-,-,-,-,-,-,-,碰,0,,0
-,-,-,-,-,-,-,觔,0,,3
-,-,-,-,-,-,-,熔,0,,0
-,-,-,-,-,-,-,颳,0,,0
-,-,-,-,-,-,-,琉,0,,1
-,-,-,-,-,-,-,嗖,0,,2
-,-,-,-,-,-,-,榕,0,,1
-,-,-,-,-,-,-,缽,0,,2
-,-,-,-,-,-,-,您,0,,0
-,-,-,-,-,-,-,搧,0,,2
-,-,-,-,-,-,-,搬,0,,0
-,-,-,-,-,-,-,噹,0,,0
-,-,-,-,-,-,-,噸,0,,0
-,-,-,-,-,-,-,搗,0,,1
-,-,-,-,-,-,-,跺,0,,1
-,-,-,-,-,-,-,褂,0,,1
-,-,-,-,-,-,-,搞,0,,0
-,-,-,-,-,-,-,舔,0,,1
-,-,-,-,-,-,-,鞍,0,,1
-,-,-,-,-,-,-,捱,0,,0
-,-,-,-,-,-,-,捆,0,,0
-,-,-,-,-,-,-,癱,0,,1
-,-,-,-,-,-,-,灶,0,,0
-,-,-,-,-,-,-,峰,0,,0
-,-,-,-,-,-,-,壟,0,,0
-,-,-,-,-,-,-,肇,0,,2
-,-,-,-,-,-,-,摹,0,,1
-,-,-,-,-,-,-,嘀,0,,1
-,-,-,-,-,-,-,摀,0,,3
-,-,-,-,-,-,-,嘟,0,,2
-,-,-,-,-,-,-,嘛,0,喇嘛,2
-,-,-,-,-,-,-,摔,0,,0
-,-,-,-,-,-,-,腺,0,,1
-,-,-,-,-,-,-,槓,0,,0
-,-,-,-,-,-,-,輛,0,,0
-,-,-,-,-,-,-,騙,0,,0
-,-,-,-,-,-,-,筷,0,,1
-,-,-,-,-,-,-,惦,0,,1
-,-,-,-,-,-,-,霉,0,,0
-,-,-,-,-,-,-,瀟,0,,2
-,-,-,-,-,-,-,瀕,0,,1
-,-,-,-,-,-,-,籐,0,,3
-,-,-,-,-,-,-,鋁,0,,1
-,-,-,-,-,-,-,錶,0,,0
-,-,-,-,-,-,-,崑,0,,0
-,-,-,-,-,-,-,崙,0,,1
-,-,-,-,-,-,-,崁,0,,3
-,-,-,-,-,-,-,簑,0,,2
-,-,-,-,-,-,-,群,0,,0
-,-,-,-,-,-,-,怎,0,,0
-,-,-,-,-,-,-,嗨,0,,2
-,-,-,-,-,-,-,嗯,0,,2
-,-,-,-,-,-,-,嗡,0,,1
-,-,-,-,-,-,-,嗦,0,,1
-,-,-,-,-,-,-,嗶,0,,2
-,-,-,-,-,-,-,嗎,1,助詞,0
,,,,,,,嗎,1,嗎啡,0
-,-,-,-,-,-,-,嗆,1,食急氣逆,1
,,,,,,,嗆,1,嗆鼻,1
-,-,-,-,-,-,-,嗅,0,,1
-,-,-,-,-,-,-,齣,0,,0
-,-,-,-,-,-,-,嗓,0,,0
-,-,-,-,-,-,-,獗,0,,2
-,-,-,-,-,-,-,峇,0,,3
-,-,-,-,-,-,-,鱷,0,,1
-,-,-,-,-,-,-,舺,0,,3
-,-,-,-,-,-,-,溯,0,,1
-,-,-,-,-,-,-,峪,0,,2
-,-,-,-,-,-,-,塭,0,,3
-,-,-,-,-,-,-,烤,0,,0
-,-,-,-,-,-,-,烯,0,,2
-,-,-,-,-,-,-,烷,0,,2
-,-,-,-,-,-,-,烹,0,,1
-,-,-,-,-,-,-,塌,0,,0
-,-,-,-,-,-,-,膛,0,,0
-,-,-,-,-,-,-,篛,0,,3
-,-,-,-,-,-,-,辣,0,,0
-,-,-,-,-,-,-,匆,0,,0
-,-,-,-,-,-,-,睬,0,,0
-,-,-,-,-,-,-,銲,0,,3
-,-,-,-,-,-,-,睏,0,,0
-,-,-,-,-,-,-,謊,0,,0
-,-,-,-,-,-,-,裡,0,,0
來,開,三,之,上,來,止,裏,0,,0
-,-,-,-,-,-,-,儘,1,儘管,0
,,,,,,,儘,1,儘量,0
-,-,-,-,-,-,-,岔,0,,0
-,-,-,-,-,-,-,滾,0,,0
-,-,-,-,-,-,-,岩,0,,0
-,-,-,-,-,-,-,喲,0,,1
-,-,-,-,-,-,-,喳,0,,1
-,-,-,-,-,-,-,喂,0,,0
-,-,-,-,-,-,-,喇,1,喇嘛,0
,,,,,,,喇,1,喇叭,0
-,-,-,-,-,-,-,臟,0,,0
-,-,-,-,-,-,-,罈,0,,0
-,-,-,-,-,-,-,迤,1,斜行延伸,2
,,,,,,,迤,1,逶迤,2
-,-,-,-,-,-,-,蛋,0,,0
-,-,-,-,-,-,-,僱,0,,1
-,-,-,-,-,-,-,魂,0,,0
-,-,-,-,-,-,-,魷,0,,2
-,-,-,-,-,-,-,啦,0,,0
-,-,-,-,-,-,-,啊,0,,0
-,-,-,-,-,-,-,啃,0,,1
-,-,-,-,-,-,-,啟,0,,0
溪,開,四,齊,上,見,蟹,啓,0,,0
-,-,-,-,-,-,-,矽,0,,2
-,-,-,-,-,-,-,鈾,0,,2
-,-,-,-,-,-,-,孢,0,,2
-,-,-,-,-,-,-,蹧,0,,3
-,-,-,-,-,-,-,屜,0,,1
-,-,-,-,-,-,-,忑,0,,2
-,-,-,-,-,-,-,忐,0,,2
-,-,-,-,-,-,-,唷,0,,2
-,-,-,-,-,-,-,唔,0,,2
-,-,-,-,-,-,-,蝴,0,,0
-,-,-,-,-,-,-,鬍,0,,0
-,-,-,-,-,-,-,懂,0,,0
-,-,-,-,-,-,-,鏽,0,,0
-,-,-,-,-,-,-,糰,0,,0
-,-,-,-,-,-,-,傢,0,,0
-,-,-,-,-,-,-,伙,0,,0
-,-,-,-,-,-,-,櫥,0,,1
-,-,-,-,-,-,-,湧,0,,0
-,-,-,-,-,-,-,燙,0,,0
-,-,-,-,-,-,-,尷,0,,2
-,-,-,-,-,-,-,愣,0,,2
-,-,-,-,-,-,-,哼,1,哼歌,1
,,,,,,,哼,1,感歎詞,1
-,-,-,-,-,-,-,哪,1,哪裡,0
,,,,,,,哪,1,天哪,0
,,,,,,,哪,1,哪吒,0
-,-,-,-,-,-,-,哩,1,英哩,1
,,,,,,,哩,1,哩嚕,1
-,-,-,-,-,-,-,勾,1,勾劃,0
,,,,,,,勾,1,勾當,0
-,-,-,-,-,-,-,哞,0,,2
-,-,-,-,-,-,-,瞄,0,,1
-,-,-,-,-,-,-,瞌,0,,2
-,-,-,-,-,-,-,瞧,0,,0
-,-,-,-,-,-,-,靛,0,,2
-,-,-,-,-,-,-,嬤,0,,3
-,-,-,-,-,-,-,耍,0,,0
-,-,-,-,-,-,-,稿,0,,0
-,-,-,-,-,-,-,另,0,,0
-,-,-,-,-,-,-,叭,0,,1
-,-,-,-,-,-,-,茉,0,,1
-,-,-,-,-,-,-,叼,0,,0
-,-,-,-,-,-,-,覷,0,,2
-,-,-,-,-,-,-,茼,0,,3
-,-,-,-,-,-,-,茲,1,在茲,2
,,,,,,,茲,1,龜茲，國名,2
-,-,-,-,-,-,-,螞,1,螞蟻,0
,,,,,,,螞,1,螞蚱,0
,,,,,,,螞,1,螞螂,0
-,-,-,-,-,-,-,艙,0,,0
-,-,-,-,-,-,-,你,0,,0
-,-,-,-,-,-,-,佣,0,,0
-,-,-,-,-,-,-,樣,0,,0
疑,合,三,支B,去,見,止,僞,0,,0
-,-,-,-,-,-,-,票,0,,0
-,-,-,-,-,-,-,祂,0,,3
-,-,-,-,-,-,-,颱,0,,0
-,-,-,-,-,-,-,嘿,1,嘿嘿,1
,,,,,,,嘿,1,通「默」,1
-,-,-,-,-,-,-,燜,0,,2
-,-,-,-,-,-,-,褲,0,,0
-,-,-,-,-,-,-,癌,0,,1
-,-,-,-,-,-,-,癒,0,,0
-,-,-,-,-,-,-,蠕,0,,1
-,-,-,-,-,-,-,蠔,0,,3
-,-,-,-,-,-,-,嫦,0,,2
-,-,-,-,-,-,-,嫻,0,,2
-,-,-,-,-,-,-,倆,0,,0
-,-,-,-,-,-,-,橛,1,木橛子,2
-,-,-,-,-,-,-,橛,1,兩橛,2
-,-,-,-,-,-,-,倘,0,,0
-,-,-,-,-,-,-,們,0,,0
-,-,-,-,-,-,-,濾,0,,0
-,-,-,-,-,-,-,厘,0,,0
-,-,-,-,-,-,-,咱,0,,0
-,-,-,-,-,-,-,咯,1,助詞,2
,,,,,,,咯,1,咯咯笑,2
,,,,,,,咯,1,咯血,2
-,-,-,-,-,-,-,咩,0,,2
-,-,-,-,-,-,-,咪,0,,1
-,-,-,-,-,-,-,咕,0,,1
-,-,-,-,-,-,-,咖,0,,1
-,-,-,-,-,-,-,咐,0,,0
-,-,-,-,-,-,-,咒,0,,1
-,-,-,-,-,-,-,咚,0,,2
-,-,-,-,-,-,-,喵,0,,3
-,-,-,-,-,-,-,緡,0,,3
-,-,-,-,-,-,-,癮,0,,1
-,-,-,-,-,-,-,瘋,0,,0
-,-,-,-,-,-,-,腮,0,,1
-,-,-,-,-,-,-,簽,0,,0
-,-,-,-,-,-,-,嚷,0,,0
-,-,-,-,-,-,-,媳,0,,1
-,-,-,-,-,-,-,賠,0,,0
-,-,-,-,-,-,-,窗,0,,0
-,-,-,-,-,-,-,賬,0,,1
-,-,-,-,-,-,-,賺,0,,0
-,-,-,-,-,-,-,做,0,,0
-,-,-,-,-,-,-,窩,0,,0
-,-,-,-,-,-,-,俐,0,,1
-,-,-,-,-,-,-,玫,0,,1
-,-,-,-,-,-,-,鍘,0,,1
-,-,-,-,-,-,-,綁,0,,0
-,-,-,-,-,-,-,綑,0,,0
-,-,-,-,-,-,-,埕,0,,2
-,-,-,-,-,-,-,埔,0,,2
-,-,-,-,-,-,-,殼,0,,0
-,-,-,-,-,-,-,埡,0,,2
-,-,-,-,-,-,-,埠,1,商埠，外埠,1
-,-,-,-,-,-,-,埠,1,船埠，埠頭,1
-,-,-,-,-,-,-,抬,0,,0
-,-,-,-,-,-,-,礁,0,,1
-,-,-,-,-,-,-,啪,0,,2
-,-,-,-,-,-,-,呃,0,,2
-,-,-,-,-,-,-,呆,0,,0
-,-,-,-,-,-,-,錨,0,,1
-,-,-,-,-,-,-,婷,0,,2
-,-,-,-,-,-,-,婿,0,,1
-,-,-,-,-,-,-,袱,0,,1
-,-,-,-,-,-,-,漩,0,,1
-,-,-,-,-,-,-,卡,0,,0
-,-,-,-,-,-,-,鷥,0,,2
-,-,-,-,-,-,-,牠,0,,3
-,-,-,-,-,-,-,吩,0,,0
-,-,-,-,-,-,-,瞇,0,,3
-,-,-,-,-,-,-,吔,0,,2
-,-,-,-,-,-,-,吊,0,,0
-,-,-,-,-,-,-,吆,0,,1
-,-,-,-,-,-,-,晌,0,,0
-,-,-,-,-,-,-,晒,0,,0
-,-,-,-,-,-,-,壩,0,,0
-,-,-,-,-,-,-,晰,0,,1
-,-,-,-,-,-,-,晾,0,,1
-,-,-,-,-,-,-,拿,0,,0
-,-,-,-,-,-,-,拷,0,,1
