id,聲,呼,等,韻,調,組,攝,單字,多音,组词,原註,罕度
7946,,,,,,,,甪,0,甪直,,3
7947,來,開,一,模,去,來,遇,輅,0,玉輅(玉辂),,2
7948,來,開,三,鍾,入,來,通,菉,0,菉竹,,3
7949,來,開,三,燭,入,,通,淥,0,淥水(渌水),,2
7950,來,開,一,東,入,來,通,睩,0,睩眼,,3
7951,來,開,三,東,入,來,通,稑,0,稑麥,,3
7952,來,開,三,屋,入,,通,僇,0,僇辱,,3
7953,來,開,三,尤,去,,流,僇,0,,,3
7954,來,開,一,東,入,來,通,摝,0,,,3
7955,來,開,三,鍾,入,來,通,醁,0,醁醑,,3
7956,,,,,,,,熝,0,,,3
7957,來,開,一,東,入,來,通,簏,0,書簏,,3
7958,來,開,三,鍾,入,來,通,騄,0,騄駬,,3
7959,來,開,一,模,去,來,遇,簬,0,,,3
7960,來,合,一,魂,上,來,臻,㤻,0,,,3
7961,來,合,三,諄,平,,臻,蜦,0,,,3
7962,來,合,三,真A,平,來,臻,䑳,0,,,3
7963,來,開,一,歌,平,來,果,𤄷,0,,,3
7964,來,開,一,歌,平,來,果,欏,0,桫欏(桫椤),,2
7965,來,合,一,歌,上,來,果,蓏,0,蔬蓏,,3
7966,來,合,一,戈,平,,果,蠃,0,蜾蠃,,3
7967,來,合,一,戈,上,,果,蠃,0,,,3
7968,來,開,一,歌,上,來,果,攞,0,攞嚟,,3
7969,來,開,一,鐸,入,,宕,濼,0,濼水(泺水),,2
7970,來,開,二,江,入,來,江,犖,0,犖犖(荦荦),,2
7971,來,開,一,唐,入,來,宕,雒,0,雒水,,2
7972,透,開,一,覃,入,端,咸,漯,0,漯河,,2
7973,來,開,三,魚,上,來,遇,膂,0,膂力,,2
7974,來,合,三,真A,入,來,臻,繂,0,,,3
7975,,,,,,,,𧭜,0,,,3
7976,來,開,三,魚,去,來,遇,鑢,0,鑢刀,,3
7977,,,,,,,,蔴,0,蔴繩(麻绳),,3
7978,明,開,二,麻,去,幫,假,禡,0,禡牙,,3
7979,明,開,二,夬,去,幫,蟹,勱,0,勉勱(勉劢),,2
7980,明,開,二,耕,入,幫,梗,霢,0,霢霂,,3
7981,明,開,一,寒,平,幫,山,鞔,0,鞔鼓,,3
7982,明,開,二,刪,平,幫,山,鬘,0,花鬘,,3
7983,,,,,,,,屘,0,屘仔,,3
7984,明,開,一,談,上,幫,咸,𩛎,0,,,3
7985,,,,,,,,僈,0,,,3
7986,,,,,,,,摱,0,,,3
7987,,,,,,,,熳,0,爛熳(烂漫),,3
7988,明,合,一,桓,平,,山,鏝,0,鏝刀(镘刀),,2
7989,明,合,一,桓,去,,山,鏝,0,鏝板(镘板),,2
7990,明,開,一,唐,平,幫,宕,恾,0,,,3
7991,明,開,二,江,平,幫,江,尨,0,尨尨,,3
7992,明,開,一,唐,平,幫,宕,𥐞,0,,,3
7993,明,開,二,江,平,幫,江,厖,0,厖大,,3
7994,明,合,三,陽,平,幫,宕,硭,0,硭硝,,2
7995,明,開,二,肴,上,,效,茆,0,茆屋,,2
7996,來,開,三,尤,上,,流,茆,0,茅茆,,2
7997,明,開,一,豪,平,,效,牦,0,牦牛,,2
7998,明,開,一,豪,平,,效,旄,0,旄節(旄节),,2
7999,明,開,一,豪,去,,效,旄,0,旄旗,,2
8000,明,開,一,豪,平,幫,效,酕,0,酕醄,,3
8001,,,,,,,,髳,0,,,3
8002,明,開,一,東,平,,通,髳,0,,,3
8003,明,開,三,尤,平,,流,蝥,0,斑蝥,,2
8004,明,開,二,肴,平,,效,蝥,0,螫蝥,,2
8005,明,合,三,虞,平,,遇,蝥,0,蟲蝥(虫蝥),,2
8006,明,合,三,虞,去,,遇,蝥,0,毒蝥,,2
8007,明,合,三,尤,平,幫,流,蟊,0,蟊賊(蟊贼),,2
8008,,,,,,,,冇,0,冇有,,3
8009,明,開,一,豪,平,,效,芼,0,芼羹,,2
8010,明,開,一,豪,去,,效,芼,0,芼菜,,2
8011,明,開,一,豪,去,,效,耄,0,耄耋,,2
8012,明,開,一,豪,去,,效,媢,0,媢嫉,,3
8013,,,,,,,,皃,0,,,3
8014,明,開,一,侯,去,,流,瞀,0,瞀亂(瞀乱),,2
8015,,,,,,,,孭,0,孭帶,,3
8016,明,合,一,戈,平,,果,麽,0,甚麽(什么),,0
8017,明,合,一,灰,平,,蟹,脢,0,脢肉,,3
8018,明,合,一,灰,去,,蟹,脢,0,,,3
8019,明,開,三,脂B,平,,止,郿,0,郿縣(郿县),,2
8020,明,合,一,灰,平,幫,蟹,腜,0,,,3
8021,明,合,一,灰,平,幫,蟹,禖,0,高禖,,3
8022,明,合,一,灰,平,幫,蟹,鋂,0,,,3
8023,,,,,,,,凂,0,,,3
8024,明,合,一,灰,上,幫,蟹,浼,0,浼汙,,3
8025,明,開,三,脂B,上,幫,止,媺,0,,,3
8026,明,開,一,泰,去,,蟹,沬,0,,,3
8027,明,合,三,微,去,,蟹,沬,0,,,3
8028,明,合,一,灰,去,,蟹,痗,0,,,3
8029,曉,合,一,灰,去,,蟹,痗,0,,,3
8030,明,開,二,皆,去,,蟹,韎,0,韎韐,,3
8031,明,合,一,魂,平,幫,臻,璊,0,,,3
8032,,,,,,,,掹,0,,,3
8033,明,開,三,東,平,,通,瞢,0,瞢騰(瞢腾),,2
8034,明,開,一,東,平,幫,通,幪,0,帡幪,,3
8035,明,開,一,東,上,幫,通,曚,0,曚曨,,3
8036,明,開,一,東,平,,通,艨,0,艨艟,,2
8037,明,開,一,東,去,,通,艨,0,艨衝(艨冲),,2
8038,明,開,一,東,平,幫,通,饛,0,,,3
8039,,,,,,,,𠵼,0,,,3
8040,泥,開,四,齊,上,端,蟹,禰,0,禰衡(祢衡),,2
8041,明,開,四,齊,平,幫,蟹,麛,0,麛鹿,,3
8042,明,開,三,支B,平,,止,蘼,0,荼蘼,,3
8043,明,開,三,支B,平,,止,醾,0,酴醾,,3
8044,明,開,三,質B,入,,臻,宓,0,宓妃,,2
8045,明,開,三,質A,入,,臻,宓,0,宓穆,,2
8046,明,開,四,青,入,幫,梗,鼏,0,,,3
8047,明,開,三,眞A,上,,臻,黽,0,黽勉(黾勉),,2
8048,明,開,三,仙A,上,,山,黽,0,黽塞(黾塞),,2
8049,明,開,二,耕,上,,梗,黽,0,黽池(黾池),,2
8050,明,開,四,先,去,,山,眄,0,眄視(眄视),,2
8051,明,開,四,先,上,,山,眄,0,眄睨,,2
8052,明,開,三,仙B,上,幫,山,俛,0,俛首,,3
8053,明,開,三,仙A,上,幫,山,勔,0,勔勉,,3
8054,明,開,三,仙A,上,幫,山,愐,0,愐懷,,3
8055,,,,,,,,腼,0,腼腆,,2
8056,明,開,三,宵A,上,幫,效,杪,0,歲杪(岁杪),,2
8057,,,,,,,,哶,0,,,3
8058,曉,合,三,仙A,入,影,山,烕,0,,,3
8059,明,開,三,仙A,入,幫,山,搣,0,,,3
8060,明,開,四,先,入,幫,山,衊,0,污衊(污蔑),,0
8061,明,開,四,屑,入,,山,㩢,0,,,3
8062,明,開,四,齊,去,,蟹,㩢,0,,,3
8063,明,開,二,黠,入,,山,㩢,0,,,3
8064,疑,開,三,薛B,入,,山,闑,0,門闑,,3
8065,疑,開,四,屑,入,,山,闑,0,,,3
8066,明,開,四,先,入,幫,山,蠛,0,蠛蠓,,3
8067,明,合,一,灰,平,幫,蟹,玟,0,,,3
8068,明,開,三,真B,平,幫,臻,旻,0,旻天,,2
8069,明,開,三,真B,平,幫,臻,珉,0,珉玉,,2
8070,明,開,三,真B,平,幫,臻,緍,0,,,3
8071,明,開,三,眞B,上,,臻,暋,0,暋亂,,3
8072,明,開,三,真B,上,幫,臻,愍,0,愍憐,,3
8073,明,開,三,真B,上,幫,臻,鰵,0,鰵魚,,3
8074,明,開,四,青,平,,梗,蓂,0,蓂莢,,3
8075,明,開,四,錫,入,,梗,蓂,0,,,3
8076,,,,,,,,嚤,0,,,3
8077,明,開,一,模,平,幫,遇,嫫,0,嫫母,,2
8078,明,合,一,戈,平,,果,𥂓,0,,,3
8079,明,開,二,麻,平,,假,𥂓,0,,,3
8080,明,開,二,庚,入,幫,梗,貊,0,貊人,,2
8081,明,開,一,寒,入,幫,山,靺,0,靺鞨,,2
8082,明,開,一,唐,入,幫,宕,鏌,0,鏌鋣,,3
8083,明,開,一,唐,入,幫,宕,瘼,0,民瘼,,2
8084,明,開,一,登,入,幫,曾,纆,0,徽纆,,3
8085,明,合,三,尤,平,幫,流,侔,0,相侔,,2
8086,明,合,三,尤,平,幫,流,麰,0,麰麥,,3
8087,明,合,三,尤,平,幫,流,鍪,0,兜鍪,,2
8088,,,,,,,,仫,0,仫佬族,,2
8089,明,開,一,東,入,幫,通,楘,0,,,3
8090,明,開,一,東,入,幫,通,霂,0,霢霂,,3
8091,,,,,,,,乸,0,雞乸,,3
8092,娘,開,二,麻,平,知,假,拏,0,拏獲,,3
8093,,,,,,,,𪐀,0,,,3
8094,泥,開,一,覃,入,端,咸,軜,0,,,3
8095,,,,,,,,𤸻,0,,,3
8096,,,,,,,,孻,0,孻仔,,3
8097,日,開,三,咍,上,日,蟹,疓,0,,,3
8098,泥,開,一,泰,去,端,蟹,柰,0,柰子,,2
8099,泥,開,一,咍,去,,蟹,鼐,0,鼎鼐,,2
8100,泥,開,一,咍,上,,蟹,鼐,0,鼐鼎,,2
8101,孃,開,二,咸,平,,咸,諵,0,諵諵,,3
8102,孃,開,二,咸,去,,咸,諵,0,,,3
8103,,,,,,,,𧕴,0,,,3
