id,聲,呼,等,韻,調,組,攝,單字,多音,组词,原註,罕度
8505,書,開,三,侵A,上,章,深,宷,0,,,3
8506,書,開,三,侵A,上,章,深,諗,0,諗知(谂知),,2
8507,書,開,三,侵A,上,章,深,魫,0,魫鱼,,3
8508,書,開,三,侵A,上,,深,瞫,0,瞫视,,3
8509,知,開,三,侵B,平,知,深,椹,0,桑椹,,3
8510,書,開,三,蒸,平,章,曾,陞,0,陞級(升级),,0
8511,生,開,二,庚,平,,梗,鉎,0,,,3
8512,心,開,四,青,平,,梗,鉎,0,,,3
8513,生,開,三,庚,上,莊,梗,眚,0,灾眚,,3
8514,,,,,,,,㗂,0,,,3
8515,溪,合,一,魂,入,見,臻,圣,0,聖人(圣人),,0
8516,常,開,三,清A,去,章,梗,晟,0,晟明,,2
8517,生,開,三,庚,去,莊,梗,貹,0,,,3
8518,船,開,三,蒸,去,,曾,賸,0,賸余,,3
8519,書,開,三,之,平,章,止,呞,0,,,3
8520,書,開,三,脂A,平,章,止,鳲,0,鳲鸠,,3
8521,書,開,三,支A,平,章,止,絁,0,絁布,,3
8522,書,開,三,脂A,平,章,止,蓍,0,蓍草,,2
8523,常,開,三,之,平,章,止,塒,0,雞塒(鸡埘),,2
8524,常,開,三,之,去,,止,蒔,0,蒔花(莳花),,2
8525,,,,,,,,𧵳,0,,,3
8526,常,開,三,蒸,入,章,曾,湜,0,湜湜,,2
8527,常,開,三,蒸,入,章,曾,寔,0,寔是,,3
8528,常,開,三,清A,入,章,梗,鼫,0,鼫鼠,,3
8529,常,開,三,脂A,去,,止,眎,0,,,3
8530,常,開,三,脂A,上,,止,眎,0,,,3
8531,船,開,三,脂A,去,,止,眎,0,,,3
8532,書,開,三,祭A,去,,蟹,貰,0,貰酒(贳酒),,2
8533,船,開,三,麻,去,,假,貰,0,貰貸(贳贷),,2
8534,見,合,一,末,入,,山,适,0,適合(适合),,0
8535,溪,合,一,末,入,,山,适,0,适,,0
8536,徹,開,三,蒸,入,知,曾,栻,0,,,3
8537,影,開,三,昔,入,,梗,謚,0,謚號(谥号),,2
8538,常,開,三,祭A,去,章,蟹,筮,0,占筮,,2
8539,常,開,三,支A,上,章,止,諟,0,,,3
8540,書,開,三,清A,入,章,梗,襫,0,,,3
8541,常,合,三,虞,平,章,遇,殳,0,殳仗,,3
8542,徹,開,三,魚,平,知,遇,攄,0,攄陳(摅陈),,2
8543,書,開,三,魚,上,章,遇,癙,0,,,3
8544,見,合,一,魂,上,見,臻,丨,0,,,3
8545,船,合,三,真A,入,章,臻,沭,0,沭陽(沭阳),,2
8546,清,合,一,灰,平,精,蟹,縗,0,縗絰,,3
8547,,,,,,,,𣘚,0,,,3
8548,生,開,三,陽,平,莊,宕,驦,0,驌驦,,3
8549,,,,,,,,礵,0,礵石,,3
8550,生,開,三,陽,平,莊,宕,鸘,0,鸌鸘,,3
8551,書,合,三,祭A,去,,蟹,帨,0,佩帨,,3
8552,清,合,三,祭A,去,,蟹,帨,0,佩帨,,3
8553,書,合,三,真A,去,章,臻,蕣,0,蕣花,,3
8554,日,合,三,真A,平,日,臻,瞤,0,瞤动,,3
8555,生,開,二,江,入,莊,江,槊,0,橫槊(横槊),,2
8556,,,,,,,,厶,0,,,3
8557,心,開,三,脂A,平,,止,厶,0,,,3
8558,,,,,,,,俬,0,私傢(私家),,0
8559,心,開,一,咍,平,精,蟹,愢,0,,,3
8560,心,開,三,之,平,精,止,楒,0,楒木,,3
8561,初,開,三,之,平,莊,止,颸,0,颸风,,3
8562,心,開,三,之,平,精,止,罳,0,罘罳,,3
8563,心,開,三,支A,去,精,止,澌,0,澌滅(澌灭),,2
8564,清,開,一,咍,平,,蟹,偲,0,偲偲,,3
8565,俟,開,三,之,上,,止,涘,0,涘岸,,3
8566,來,開,三,之,平,來,止,梩,0,,,3
8567,心,開,三,之,去,精,止,笥,0,書笥(书笥),,2
8568,俟,開,三,之,上,,止,竢,0,竢待,,3
8569,,,,,,,,䦙,0,,,3
8570,心,開,三,東,平,精,通,娀,0,有娀,,3
8571,心,開,三,鍾,上,精,通,竦,0,竦立,,2
8572,心,開,三,鍾,上,精,通,㩳,0,,,2
8573,生,開,三,尤,平,,流,廋,0,廋语,,3
8574,心,開,四,蕭,平,,效,瞍,0,,,3
8575,心,開,一,模,平,精,遇,㢝,0,,,3
8576,心,開,一,模,去,精,遇,泝,0,泝流(溯流),,1
8577,心,開,三,東,入,精,通,驌,0,驌驦,,3
8578,生,開,三,屋,入,,通,谡,0,謖謖(谡谡),,2
8579,心,開,一,模,去,精,遇,遡,0,遡源(溯源),,1
8580,心,開,三,東,入,精,通,鷫,0,鷫鹴,,3
8581,心,開,一,東,入,精,通,蔌,0,野蔌,,3
8582,心,開,一,東,入,精,通,遬,0,,,3
8583,生,開,二,麥,入,,梗,愬,0,愬告,,3
8584,心,開,一,模,去,,遇,愬,0,愬告,,3
8585,心,開,一,東,入,精,通,樕,0,朴樕,,3
8586,心,開,一,東,入,精,通,餗,0,鼎餗,,3
8587,生,開,三,東,入,莊,通,蹜,0,蹜蹜,,3
8588,心,合,一,寒,平,精,山,狻,0,狻猊,,3
8589,心,合,一,寒,平,精,山,𩆑,0,,,3
8590,心,合,三,脂A,平,,止,夊,0,,,3
8591,初,合,三,支B,平,,止,夊,0,,,3
8592,心,合,一,灰,平,精,蟹,挼,0,挼搓,,3
8593,心,合,三,脂A,平,精,止,荽,0,芫荽,,2
8594,,,,,,,,眭,0,,,2
8595,心,合,三,脂A,去,,止,睟,0,睟面,,3
8596,,,,,,,,睟,0,睟面,,3
8597,邪,合,三,脂A,去,,止,繸,0,繸子,,3
8598,邪,合,三,脂A,去,精,止,璲,0,,,3
8599,邪,合,三,脂A,去,精,止,穟,0,禾穟,,3
8600,邪,合,三,脂A,去,精,止,襚,0,襚衣,,3
8601,心,合,一,灰,去,精,蟹,繀,0,,,3
8602,心,合,三,祭A,去,,蟹,繐,0,繐布,,3
8603,心,合,一,魂,平,精,臻,猻,0,猴猻(猴狲),,2
8604,心,合,三,真A,上,精,臻,隼,0,鷹隼(鹰隼),,2
8605,心,開,一,歌,平,精,果,桫,0,桫欏(桫椤),,2
8606,心,開,一,歌,平,,果,傞,0,傞傞,,3
8607,清,開,一,歌,平,,果,傞,0,傞傞,,3
8608,,,,,,,,睃,0,睃看,,2
8609,心,開,一,歌,平,精,果,䓾,0,,,3
8610,生,開,二,覺,入,,江,嗍,0,嗍奶,,2
8611,生,開,二,麥,入,,梗,𡩡,0,,,3
8612,心,開,一,唐,入,精,宕,𢱢,0,,,3
8613,,,,,,,,鉈,0,鉈毒(铊毒),,2
8614,端,開,一,覃,入,端,咸,荅,0,荅問(答问),,3
8615,透,開,一,寒,入,端,山,闥,0,門闥(门闼),,2
8616,定,開,一,覃,入,端,咸,遝,0,遝沓,,3
8617,透,開,一,覃,入,端,咸,錔,0,,,3
8618,曉,開,一,咍,平,影,蟹,咍,0,咍笑,,3
8619,透,開,一,咍,平,端,蟹,邰,0,,,2
8620,定,開,一,咍,平,端,蟹,薹,0,蒜薹,,1
8621,定,開,一,咍,平,,蟹,駘,0,駘蕩(骀荡),,2
8622,定,開,一,咍,上,,蟹,駘,0,駘駘(骀骀),,2
8623,定,開,一,咍,平,端,蟹,炱,0,煤炱,,2
8624,定,開,一,咍,平,端,蟹,跆,0,跆拳,,2
8625,定,開,一,覃,平,端,咸,壜,0,酒罈(酒坛),,0
8626,邪,開,三,侵A,平,,深,鐔,0,劍鐔(剑镡),,2
8627,以,開,三,侵A,平,,深,鐔,0,鐔首(镡首),,2
8628,定,開,一,覃,平,,咸,鐔,0,刀鐔(刀镡),,2
8629,透,開,一,談,上,端,咸,菼,0,,,3
8630,透,開,一,覃,上,端,咸,嗿,0,,,3
8631,,,,,,,,憳,0,,,3
8632,透,開,一,覃,上,,咸,醓,0,醓醢,,3
8633,,,,,,,,劏,0,劏猪,,3
8634,定,開,一,唐,平,端,宕,傏,0,,,3
8635,定,開,一,唐,平,端,宕,瑭,0,,,2
8636,定,開,一,唐,平,端,宕,螗,0,螗蜩,,3
8637,透,開,一,唐,平,端,宕,鏜,0,鏜床(镗床),,2
8638,定,開,一,唐,平,端,宕,餹,0,餹饼,,3
8639,,,,,,,,钂,0,,,3
8640,透,開,一,唐,去,端,宕,摥,0,,,3
8641,透,開,一,豪,平,端,效,弢,0,弢弓,,3
8642,透,開,一,豪,平,,效,縧,0,縧蟲(绦虫),,2
8643,透,開,一,豪,平,端,效,慆,0,慆慆,,3
8644,透,開,一,豪,平,端,效,縚,0,縚绳,,3
8645,定,開,一,豪,平,端,效,匋,0,,,3
8646,定,開,一,豪,平,,效,咷,0,嚎咷,,3
8647,透,開,四,蕭,去,,效,咷,0,嚎咷,,3
8648,定,開,一,豪,平,,效,檮,0,檮杌,,3
8649,定,開,一,豪,平,端,效,綯,0,綯索,,3
8650,定,開,一,豪,平,端,效,裪,0,,,3
8651,,,,,,,,醄,0,酕醄,,3
8652,定,開,一,豪,平,,效,鼗,0,鼗鼓,,3
8653,定,開,一,豪,平,,效,鼗,0,鼗鼓,,3
8654,定,開,一,豪,平,,效,䬞,0,,,3
8655,澄,開,三,尤,平,,流,䬞,0,,,3
8656,透,開,一,登,入,端,曾,慝,0,邪慝,,2
8657,定,開,一,登,平,,曾,螣,0,螣蛇,,3
8658,定,開,四,齊,平,,蟹,苐,0,,,3
8659,定,開,四,齊,平,端,蟹,綈,0,綈袍(绨袍),,2
8660,定,開,四,齊,平,端,蟹,稊,0,稊米,,3
8661,端,開,四,齊,去,端,蟹,渧,0,,,3
8662,定,開,四,齊,平,,蟹,媞,0,,,3
8663,定,開,四,齊,平,,蟹,緹,0,緹騎(缇骑),,2
8664,定,開,四,齊,平,端,蟹,瑅,0,,,3
8665,定,開,四,齊,平,端,蟹,䨑,0,,,3
8666,定,開,四,齊,平,,蟹,褆,0,,,3
8667,定,開,四,齊,平,,蟹,蝭,0,,,3
8668,定,開,四,齊,平,,蟹,蝭,0,,,3
8669,定,開,四,齊,平,,蟹,鴺,0,,,3
8670,定,開,四,齊,平,,蟹,鯷,0,鯷魚(鳀鱼),,2
8671,定,開,四,齊,平,端,蟹,鮷,0,,,3
8672,定,開,四,齊,平,端,蟹,騠,0,駃騠,,3
8673,以,開,三,脂A,平,,止,洟,0,涕洟,,3
8674,心,開,四,錫,入,,梗,裼,0,袒裼,,3
8675,,,,,,,,裼,0,袒裼,,3
8676,透,開,四,齊,去,,蟹,鬀,0,,,3
8677,定,開,四,齊,去,,蟹,鬀,0,,,3
8678,透,開,四,錫,入,,梗,籊,0,籊籊,,3
8679,定,開,四,錫,入,,梗,籊,0,籊籊,,3
8680,定,開,四,先,平,,山,畋,0,畋獵(畋猎),,2
8681,定,開,四,添,平,端,咸,湉,0,湉湉,,2
8682,,,,,,,,塡,0,塡充,,3
8683,定,開,四,先,平,,山,磌,0,,,3
8684,定,開,四,先,上,端,山,殄,0,殄滅(殄灭),,2
8685,透,開,四,先,上,端,山,淟,0,淟涊,,3
8686,透,開,四,先,上,端,山,㥏,0,,,3
8687,透,開,四,先,上,,山,覥,0,覥颜,,3
8688,,,,,,,,瑱,0,,,3
8689,透,開,四,先,去,,山,睼,0,,,3
8690,,,,,,,,𠛪,0,,,3
8691,透,開,四,蕭,平,,效,恌,0,,,3
8692,透,開,四,蕭,平,端,效,祧,0,祧庙,,3
8693,定,開,四,蕭,平,,效,芀,0,,,3
8694,端,開,四,蕭,平,,效,芀,0,,,3
8695,定,開,四,蕭,去,,效,蓧,0,,,3
8696,定,開,四,蕭,平,,效,齠,0,齠年,,3
8697,定,開,四,蕭,平,端,效,蜩,0,蜩螗,,2
8698,定,開,四,蕭,平,端,效,髫,0,髫年,,2
8699,定,開,四,蕭,平,,效,鞗,0,,,3
8700,定,開,四,蕭,平,端,效,鰷,0,鰷鱼,,3
8701,透,開,四,蕭,去,,效,趒,0,,,3
8702,透,開,四,蕭,去,,效,頫,0,,,3
8703,幫,合,三,虞,上,,遇,頫,0,,,3
8704,透,開,四,添,入,端,咸,怗,0,,,3
8705,定,開,四,青,平,端,梗,渟,0,渟水,,3
8706,定,開,四,青,上,端,梗,梃,0,梃子,,2
8707,透,開,四,青,上,端,梗,脡,0,,,3
8708,,,,,,,,䅍,0,,,3
8709,透,開,四,青,上,端,梗,頲,0,,,3
8710,透,開,一,東,平,端,通,痌,0,痌瘝,,3
8711,透,開,一,東,平,端,通,蓪,0,蓪草,,3
8712,明,開,四,青,入,幫,梗,冂,0,,,3
8713,定,開,一,東,平,,通,衕,0,衚衕(胡同),,0
8714,定,開,一,東,去,,通,衕,0,胡同,,0
8715,定,開,一,東,平,,通,鮦,0,鮦鱼,,3
8716,,,,,,,,獞,0,,,3
8717,定,開,一,東,平,,通,橦,0,橦树,,3
8718,澄,開,二,江,平,,江,橦,0,橦树,,3
8719,定,開,一,東,平,,通,曈,0,曈曈,,3
8720,透,開,一,東,平,,通,曈,0,曈曈,,3
8721,透,開,一,東,上,,通,曈,0,曈曈,,3
8722,定,開,一,東,平,,通,穜,0,,,3
8723,澄,開,三,鍾,平,,通,穜,0,,,3
8724,定,開,一,東,平,端,通,筩,0,筩竹,,3
8725,透,開,一,侯,平,端,流,鍮,0,鍮石,,3
8726,,,,,,,,紏,0,,,3
8727,滂,合,三,虞,上,,遇,殕,0,,,3
8728,影,開,一,德,入,,曾,殕,0,,,3
8729,定,合,一,魂,入,端,臻,堗,0,,,3
8730,透,開,一,模,平,端,遇,㻬,0,,,3
8731,透,開,一,東,入,端,通,鵚,0,,,3
8732,定,開,一,模,平,,遇,梌,0,,,3
8733,澄,開,二,麻,平,,假,梌,0,,,3
8734,透,開,一,模,平,,遇,梌,0,,,3
8735,透,開,一,模,平,,遇,稌,0,稌稻,,3
8736,透,開,一,模,上,,遇,稌,0,稌稻,,3
8737,定,合,一,魂,入,端,臻,腯,0,腯肥,,3
8738,定,開,一,模,平,端,遇,瘏,0,瘏悴,,3
8739,定,開,一,模,平,端,遇,酴,0,酴醾,,3
8740,定,開,一,模,平,端,遇,駼,0,,,3
8741,定,開,一,模,平,,遇,鵌,0,,,3
8742,定,合,一,桓,平,,山,摶,0,摶風(抟风),,2
8743,定,合,一,寒,平,端,山,漙,0,,,3
8744,透,合,一,寒,去,端,山,彖,0,彖辞,,3
8745,透,合,一,灰,上,,蟹,僓,0,,,3
8746,匣,合,一,灰,去,,蟹,僓,0,,,3
8747,定,合,一,灰,平,端,蟹,隤,0,隤落,,3
8748,定,合,一,灰,平,端,蟹,魋,0,魋魋,,3
8749,定,合,一,灰,平,端,蟹,蘈,0,,,3
8750,透,合,一,泰,去,端,蟹,駾,0,,,3
8751,常,合,三,諄,平,,臻,焞,0,,,3
8752,,,,,,,,焞,0,,,3
8753,,,,,,,,𡰪,0,,,3
8754,透,開,一,唐,入,端,宕,飥,0,,,3
8755,透,開,一,歌,平,,果,拕,0,拕曳,,3
8756,定,開,一,歌,上,,果,拕,0,拕曳,,3
8757,透,開,一,鐸,入,,宕,驝,0,,,3
8758,來,開,一,鐸,入,,宕,驝,0,,,3
8759,,,,,,,,㾃,0,,,3
8760,定,開,一,歌,平,端,果,䍫,0,,,3
8761,定,開,一,歌,平,端,果,紽,0,,,3
8762,定,合,一,歌,平,端,果,堶,0,,,3
8763,定,開,一,歌,平,端,果,酡,0,酡顏(酡颜),,2
8764,定,開,一,歌,平,,果,詑,0,,,3
8765,透,開,一,唐,入,端,宕,橐,0,橐駝(橐驼),,2
8766,定,開,一,歌,平,端,果,鮀,0,,,3
8767,定,開,一,歌,平,端,果,鼉,0,鼉龍(鼍龙),,2
8768,,,,,,,,庹,0,,,2
8769,影,合,二,麻,平,,假,窊,0,窊隆,,3
8770,匣,合,二,佳,平,,蟹,鼃,0,鼃黾,,3
8771,影,合,二,麻,去,,假,搲,0,,,3
8772,明,開,一,寒,入,幫,山,袜,0,襪子(袜子),,0
8773,影,合,一,寒,去,影,山,捥,0,,,3
8774,疑,合,一,寒,平,見,山,刓,0,刓印,,3
8775,匣,合,一,寒,平,影,山,芄,0,芄蘭(芄兰),,2
8776,明,合,三,文,去,幫,臻,莬,0,,,3
8777,影,合,三,元,上,,臻,菀,0,紫菀,,2
8778,影,合,三,物,入,,臻,菀,0,菀柳,,2
8779,影,合,三,元,上,,臻,琬,0,琬琰,,2
8780,明,開,一,德,入,,曾,万,0,千萬(千万),,0
8781,疑,合,一,寒,去,見,山,翫,0,翫弄(玩弄),,0
8782,影,合,二,刪,去,,山,贃,0,,,3
8783,,,,,,,,贃,0,,,3
8784,影,合,一,唐,平,影,宕,尪,0,尪弱,,3
8785,明,合,三,陽,上,幫,宕,网,0,上網(上网),,0
8786,云,合,三,陽,去,,宕,迋,0,,,3
8787,影,合,一,灰,平,,蟹,隈,0,山隈,,2
8788,影,合,一,灰,去,,蟹,隈,0,水隈,,2
8789,影,合,一,灰,平,影,蟹,渨,0,,,3
8790,影,合,一,灰,平,影,蟹,椳,0,,,3
8791,明,合,三,微,平,,止,溦,0,,,3
8792,,,,,,,,嶶,0,,,3
8793,,,,,,,,癐,0,,,3
8794,云,合,三,微,平,影,止,囗,0,,,3
8795,云,合,三,微,平,影,止,闈,0,宮闈(宫闱),,2
8796,影,合,三,微,平,,止,媁,0,,,3
8797,曉,合,三,支B,平,影,止,撝,0,,,3
8798,云,合,三,脂B,上,影,止,洧,0,洧水,,2
8799,云,合,三,支B,上,,止,薳,0,,,3
8800,,,,,,,,薳,0,,,3
8801,匣,合,一,灰,上,影,蟹,廆,0,,,3
8802,云,合,三,脂B,上,影,止,鮪,0,鮪魚(鲔鱼),,2
8803,以,合,三,脂A,平,,止,壝,0,壝墙,,3
8804,以,合,三,脂A,上,,止,壝,0,壝墙,,3
8805,云,合,三,微,上,影,止,韡,0,韡韡,,3
8806,明,合,三,微,上,,止,亹,0,亹亹,,3
8807,明,合,一,魂,平,,臻,亹,0,亹亹,,3
8808,影,合,一,泰,去,,蟹,濊,0,,,3
8809,影,合,三,微,去,影,止,螱,0,,,3
8810,,,,,,,,鰮,0,鰮鲸,,3
8811,,,,,,,,亠,0,,,3
8812,,,,,,,,魰,0,,,3
8813,明,合,三,文,上,,臻,抆,0,抆泪,,3
8814,明,合,三,文,去,,臻,抆,0,抆泪,,3
8815,明,開,三,真A,上,幫,臻,脗,0,,,3
8816,明,開,三,真B,平,幫,臻,忞,0,忞忞,,3
8817,影,開,三,鍾,平,,通,蕹,0,蕹菜,,3
8818,影,開,一,東,去,,通,齆,0,齆鼻,,3
8819,泥,合,一,戈,平,,果,捼,0,,,3
8820,影,合,一,戈,上,,果,婐,0,,,3
8821,見,合,二,麻,平,,假,婐,0,,,3
8822,影,開,一,模,平,影,遇,圬,0,圬工,,2
8823,影,開,一,模,平,影,遇,杇,0,杇人,,3
8824,影,開,一,東,入,影,通,剭,0,,,3
8825,明,開,一,模,平,,遇,无,0,無論(无论),,0
8826,疑,開,一,模,平,見,遇,鼯,0,鼯鼠,,2
8827,疑,開,一,模,上,見,遇,仵,0,仵作,,2
8828,疑,開,一,模,去,見,遇,迕,0,迕逆,,2
8829,明,合,三,虞,上,,遇,憮,0,憮然(怃然),,2
8830,明,合,三,虞,上,幫,遇,碔,0,碔砆,,3
8831,明,合,三,虞,上,幫,遇,儛,0,,,3
8832,疑,合,一,沒,入,,臻,扤,0,,,3
8833,疑,合,三,月,入,,臻,扤,0,,,3
8834,疑,合,一,魂,入,見,臻,屼,0,突屼,,3
8835,影,開,一,模,上,影,遇,隖,0,隖堡,,3
8836,疑,開,一,模,去,見,遇,悞,0,悞差,,3
8837,影,合,一,冬,入,影,通,鋈,0,鋈金,,2
8838,曉,開,三,質B,入,,臻,肸,0,肸响,,3
8839,曉,開,三,迄,入,,臻,肸,0,肸响,,3
8840,邪,開,三,清A,入,精,梗,穸,0,窀穸,,3
8841,曉,開,三,微,平,,止,俙,0,,,3
8842,曉,開,三,微,平,影,止,晞,0,晞髮(晞发),,2
8843,曉,開,三,微,平,,止,欷,0,欷歔,,3
8844,曉,開,三,微,去,,止,欷,0,欷歔,,3
8845,曉,開,三,微,平,影,止,睎,0,,,3
8846,心,開,四,齊,平,,蟹,粞,0,粞米,,2
8847,心,開,一,咍,平,,蟹,粞,0,粞粉,,2
8848,,,,,,,,焬,0,,,3
8849,匣,開,四,齊,平,,蟹,徯,0,徯径,,3
8850,匣,開,四,齊,去,,蟹,徯,0,徯径,,3
8851,昌,開,三,之,去,,止,糦,0,,,3
8852,昌,開,三,之,去,,止,糦,0,,,3
8853,曉,開,四,齊,平,影,蟹,醯,0,醯醢,,2
8854,曉,開,三,之,平,影,止,譆,0,,,3
8855,匣,開,四,齊,平,影,蟹,鼷,0,鼷鼠,,3
8856,匣,合,四,齊,平,,蟹,觿,0,觿角,,3
8857,曉,合,三,支A,平,,止,觿,0,觿角,,3
8858,邪,開,三,侵A,入,精,深,隰,0,隰地,,2
8859,邪,開,三,緝A,入,,深,霫,0,,,3
8860,心,開,三,緝A,入,,深,霫,0,,,3
8861,心,開,三,之,上,精,止,枲,0,枲麻,,3
8862,心,開,三,之,上,精,止,葸,0,畏葸,,2
8863,,,,,,,,暿,0,,,3
8864,,,,,,,,蹝,0,,,3
8865,,,,,,,,囍,0,囍字,,3
8866,匣,開,四,齊,上,影,蟹,匸,0,,,3
8867,曉,開,三,微,去,影,止,餼,0,餼羊(饩羊),,2
8868,,,,,,,,咥,0,,,3
8869,定,開,四,屑,入,,山,咥,0,,,3
8870,溪,開,三,庚,入,見,梗,郤,0,郤穴,,2
8871,溪,開,三,庚,入,見,梗,綌,0,,,3
8872,曉,開,四,青,入,影,梗,鬩,0,鬩牆(阋墙),,2
8873,心,開,三,昔,入,,梗,舄,0,,,2
8874,曉,開,三,侵B,入,影,深,潝,0,潝潝,,3
8875,曉,開,三,陌,入,,梗,虩,0,,,3
8876,生,開,二,麥,入,,梗,虩,0,,,3
8877,曉,開,三,侵B,入,影,深,闟,0,,,3
8878,曉,開,三,支B,去,影,止,嚱,0,,,3
8879,,,,,,,,閕,0,,,3
8880,曉,開,二,麻,去,,假,煆,0,,,3
8881,曉,開,二,麻,平,,假,煆,0,,,3
8882,匣,開,二,麻,平,影,假,鰕,0,鰕鱼,,3
8883,見,開,一,,入,,咸,郃,0,,,3
8884,匣,開,一,,入,,咸,郃,0,,,3
8885,匣,開,二,銜,入,影,咸,柙,0,檻柙(槛柙),,2
8886,,,,,,,,㗇,0,,,3
8887,匣,開,二,麻,平,影,假,蕸,0,,,3
8888,匣,開,二,麻,平,影,假,鍜,0,,,3
8889,匣,開,二,麻,平,影,假,䪗,0,,,3
8890,心,開,四,先,平,精,山,𥑻,0,,,3
8891,心,開,四,先,平,,山,躚,0,蹁躚(蹁跹),,2
8892,心,開,三,鹽A,平,精,咸,韱,0,,,3
8893,清,開,三,鹽A,平,,咸,憸,0,憸人,,3
8894,,,,,,,,褼,0,,,3
8895,心,開,三,仙A,上,,山,廯,0,,,3
8896,心,開,三,鹽A,平,精,咸,孅,0,孅纤,,3
8897,邪,開,三,侵A,平,,深,撏,0,撏毛(挦毛),,2
8898,從,開,一,覃,平,,咸,撏,0,撏扯(挦扯),,2
8899,常,開,三,鹽A,平,,咸,撏,0,撏拔(挦拔),,2
8900,匣,開,四,先,平,影,山,蚿,0,,,3
8901,匣,開,二,山,平,,山,鷳,0,白鷳(白鹇),,2
8902,溪,開,四,添,上,見,咸,嗛,0,,,3
8903,匣,開,二,山,平,,山,憪,0,,,3
8904,匣,開,二,咸,平,影,咸,諴,0,,,3
8905,心,開,三,仙A,上,精,山,獮,0,獮猎,,3
8906,,,,,,,,櫶,0,,,3
8907,心,開,四,先,上,精,山,毨,0,,,3
8908,曉,開,三,鹽B,上,影,咸,玁,0,玁狁,,3
8909,心,開,三,仙A,上,,山,尠,0,,,3
8910,心,開,四,先,上,精,山,跣,0,跣足,,2
8911,心,開,四,先,上,,山,燹,0,兵燹,,2
8912,曉,開,三,元,上,影,山,幰,0,车幰,,3
8913,溪,開,四,先,去,,山,俔,0,,,3
8914,匣,開,四,先,上,,山,俔,0,,,3
8915,心,開,三,仙A,去,精,山,綫,0,路綫(路线),,0
8916,匣,開,四,先,上,,山,晛,0,,,3
8917,匣,開,四,先,上,影,山,睍,0,,,3
8918,匣,開,二,刪,上,,山,僩,0,,,3
8919,,,,,,,,鋧,0,,,3
8920,,,,,,,,𨵬,0,,,3
8921,心,開,三,陽,平,精,宕,緗,0,緗帙(缃帙),,2
8922,心,開,三,陽,平,精,宕,纕,0,,,3
8923,曉,開,三,陽,上,,宕,蠁,0,,,3
8924,曉,開,三,陽,去,,宕,珦,0,,,3
8925,書,開,三,陽,去,,宕,珦,0,,,3
8926,曉,開,三,陽,上,,宕,曏,0,曏日(向日),,0
8927,書,開,三,陽,上,,宕,曏,0,方曏(方向),,0
8928,書,開,三,陽,去,,宕宕,曏,0,曏來(向来),,0
8929,曉,開,三,陽,去,,宕宕,曏,0,曏往(向往),,0
8930,曉,開,二,肴,平,影,效,虓,0,虓虎,,3
8931,心,開,三,宵A,平,,效,綃,0,綃帳(绡帐),,2
8932,心,開,四,蕭,平,,效,翛,0,翛翛,,3
8933,書,開,三,屋,入,,通,翛,0,翛翛,,3
8934,見,開,二,肴,平,,效,嘐,0,,,3
8935,曉,開,二,肴,平,,效,嘐,0,,,3
8936,心,開,四,蕭,平,精,效,彇,0,,,3
8937,心,開,四,蕭,平,,效,蟰,0,,,3
8938,娘,開,二,肴,平,知,效,譊,0,,,3
8939,,,,,,,,𤑳,0,,,3
8940,匣,開,二,肴,平,,效,崤,0,崤山,,2
8941,心,開,四,蕭,上,精,效,篠,0,篠竹,,3
8942,匣,開,二,肴,去,,效,恔,0,,,3
8943,匣,開,二,肴,去,影,效,効,0,効力,,3
8944,匣,開,二,肴,去,影,效,傚,0,傚法,,3
8945,心,開,四,先,入,精,山,㨝,0,,,3
8946,曉,開,三,嚴,入,影,咸,拹,0,,,3
8947,心,開,四,先,入,精,山,揳,0,揳入,,2
8948,匣,開,四,先,入,影,山,襭,0,,,3
8949,邪,開,三,麻,上,精,假,灺,0,灯灺,,3
8950,曉,開,三,脂B,去,影,止,屓,0,贔屓,,3
8951,心,開,三,仙A,入,精,山,紲,0,縲紲(缧绁),,2
8952,以,開,三,祭A,去,,蟹,絏,0,絏绳,,3
8953,,,,,,,,𢬿,0,,,3
8954,心,開,三,薛A,入,,山,渫,0,渫水,,2
8955,崇,開,二,洽,入,,咸,渫,0,渫除,,2
8956,心,開,三,仙A,入,精,山,媟,0,媟慢,,3
8957,泥,開,四,怗,入,,咸,暬,0,,,3
8958,心,開,三,薛A,入,,山,𣊓,0,,,3
8959,心,開,四,添,入,精,咸,屧,0,,,3
8960,匣,開,二,皆,去,影,蟹,薤,0,薤白,,2
8961,匣,開,二,佳,上,影,蟹,獬,0,獬豸,,2
8962,匣,開,二,皆,去,影,蟹,齘,0,齘齿,,3
8963,,,,,,,,盺,0,,,3
8964,從,開,三,侵A,平,,深,鬵,0,,,3
